TIME,TIMETICK,FPOGX,FPOGY,FPOGD,FPOGV,
0.32861,5359514990811,0.43924,0.34051,0.32862,1,
0.57502,5359515518960,0.46948,0.37748,0.22996,1,
0.87080,5359516152967,0.50608,0.42175,0.27938,1,
1.31411,5359517103183,0.54580,0.43679,0.42696,1,
1.62640,5359517772585,0.10063,0.25692,0.24633,1,
1.90577,5359518371403,0.09056,0.25290,0.26302,1,
2.34929,5359519322067,0.13721,0.09389,0.37781,1,
2.61221,5359519885624,0.16935,0.20149,0.24648,1,
3.56470,5359521927280,0.07173,0.32544,0.88710,1,
3.82796,5359522491582,0.09833,0.21548,0.19715,1,
4.38649,5359523688778,0.10138,0.05921,0.54221,1,
4.69839,5359524357345,0.08547,0.41468,0.24599,1,
5.33890,5359525730251,0.09026,0.35386,0.62379,1,
5.70076,5359526505895,0.11372,0.11860,0.29569,1,
5.98015,5359527104760,0.15251,0.13331,0.26292,1,
6.27566,5359527738169,0.09871,0.39263,0.23000,1,
6.57123,5359528371719,0.06778,0.17004,0.22971,1,
7.32895,5359529995881,0.10929,0.44435,0.69202,1,
7.85281,5359531118769,0.11524,0.06817,0.46008,1,
8.16480,5359531787526,0.14483,0.08256,0.29513,1,
8.37830,5359532245173,0.05654,0.23020,0.19676,1,
9.11794,5359533830578,0.09580,0.45691,0.67376,1,
9.34773,5359534323132,0.07912,0.53343,0.21340,1,
9.88982,5359535485072,0.07773,0.55472,0.52583,1,
10.30063,5359536365619,0.06598,0.60280,0.39425,1,
10.67844,5359537175451,0.09022,0.46428,0.31199,1,
10.95770,5359537774046,0.10830,0.43913,0.26303,1,
11.26975,5359538442936,0.09044,0.15141,0.24608,1,
11.48343,5359538900920,0.06887,0.28243,0.19704,1,
11.99264,5359539992414,0.09556,0.45659,0.44367,1,
12.51865,5359541119899,0.87675,0.89783,0.36175,1,
12.94707,5359542038219,0.14818,0.20352,0.21442,1,
13.17558,5359542528052,0.08251,0.27520,0.21340,1,
13.45515,5359543127293,0.07289,0.29507,0.26304,1,
13.84933,5359543972207,0.08954,0.10899,0.32862,1,
14.27640,5359544887612,0.09439,0.12743,0.41087,1,
14.52298,5359545416158,0.09260,0.20495,0.23029,1,
14.91778,5359546262399,0.08404,0.36868,0.37838,1,
15.50890,5359547529492,0.08592,0.44776,0.57543,1,
15.75525,5359548057506,0.07344,0.51935,0.23035,1,
16.39561,5359549430118,0.07717,0.58390,0.62408,1,
16.60931,5359549888183,0.08065,0.36569,0.19731,1,
16.88844,5359550486508,0.08279,0.30097,0.21378,1,
17.15149,5359551050323,0.07830,0.32084,0.24635,1,
17.43052,5359551648413,0.08716,0.34029,0.21366,1,
17.70997,5359552247413,0.09497,0.31754,0.26270,1,
18.39998,5359553726435,0.06688,0.63139,0.62411,1,
18.63006,5359554219601,0.08508,0.48729,0.21372,1,
18.92574,5359554853386,0.09550,0.18899,0.23005,1,
19.64870,5359556403042,0.07491,0.56082,0.65751,1,
19.89475,5359556930466,0.07427,0.49673,0.22993,1,
21.04501,5359559396019,0.09197,0.42986,1.13380,1,
21.71856,5359560839757,0.10418,0.36057,0.65670,1,
21.98144,5359561403236,0.08104,0.28505,0.24657,1,
22.29342,5359562071956,0.08995,0.27554,0.29437,1,
22.73708,5359563022933,0.08683,0.31884,0.42698,1,
23.06554,5359563726977,0.90574,0.84158,0.26291,1,
23.27927,5359564185102,0.76820,0.78028,0.19727,1,
23.57488,5359564818770,0.09020,0.32443,0.22984,1,
23.90432,5359565524874,0.09621,0.40085,0.26360,1,
24.21551,5359566191913,0.07852,0.06107,0.24646,1,
24.59359,5359567002306,0.07584,0.08714,0.36143,1,
25.20142,5359568305209,0.08844,0.47075,0.54230,1,
25.46449,5359568869112,0.13678,0.40350,0.24654,1,
26.12148,5359570277330,0.10223,0.34352,0.39429,1,
26.46655,5359571016982,0.08075,0.25071,0.27962,1,
26.69653,5359571509958,0.07077,0.39857,0.21373,1,
26.92645,5359572002772,0.07853,0.54666,0.21378,1,
27.48515,5359573200351,0.06568,0.55630,0.54204,1,
27.91205,5359574115378,0.07580,0.59505,0.41057,1,
28.32281,5359574995852,0.10601,0.61031,0.39417,1,
28.65218,5359575701835,0.11169,0.57927,0.31277,1,
29.50578,5359577531533,0.07512,0.49748,0.83808,1,
30.49158,5359579644578,0.09658,0.45506,0.96937,1,
30.73779,5359580172310,0.07880,0.33952,0.22999,1,
31.16478,5359581087565,0.08989,0.32179,0.41028,1,
31.44433,5359581686767,0.08248,0.26058,0.26297,1,
31.83859,5359582531855,0.07564,0.01985,0.32887,1,
32.20023,5359583307055,0.08128,0.07262,0.34531,1,
32.51231,5359583975962,0.09704,0.07469,0.29581,1,
32.79147,5359584574338,0.85472,0.80315,0.21366,1,
33.08709,5359585207996,0.88388,0.86513,0.27898,1,
33.39962,5359585877889,0.07987,0.34259,0.24655,1,
33.95788,5359587074511,0.08634,0.35346,0.54206,1,
34.63135,5359588518082,0.11325,0.08940,0.60794,1,
34.91077,5359589117012,0.15168,0.12038,0.26275,1,
35.15683,5359589644439,0.15584,0.09791,0.22856,1,
35.40353,5359590173258,0.12258,0.09075,0.22982,1,
35.83083,5359591089154,0.09222,0.34438,0.36111,1,
36.37302,5359592251317,0.12907,0.30014,0.52609,1,
36.65221,5359592849773,0.14973,0.18875,0.26302,1,
36.94794,5359593483672,0.14940,0.11397,0.27925,1,
37.21085,5359594047209,0.21007,0.17671,0.19728,1,
37.81860,5359595349933,0.08936,0.46148,0.44253,1,
38.09769,5359595948113,0.14728,0.14903,0.21353,1,
38.55788,5359596934533,0.18066,0.12087,0.44389,1,
38.77148,5359597392374,0.11093,0.27408,0.19682,1,
39.33035,5359598590329,0.11179,0.35748,0.54245,1,
40.13509,5359600315240,0.07630,0.60192,0.73930,1,
40.87402,5359601899126,0.15250,0.62138,0.72272,1,
41.61335,5359603483862,0.20570,0.63328,0.72247,1,
42.50121,5359605387012,0.18671,0.15081,0.82190,1,
42.78019,5359605984987,0.20536,0.14900,0.26292,1,
42.87898,5359606196763,0.22450,0.20242,0.08252,1,
43.48640,5359607498726,0.07527,0.40069,0.29561,1,
43.79860,5359608167904,0.09300,0.32681,0.29590,1,
44.20940,5359609048464,0.11714,0.38688,0.39405,1,
44.75134,5359610210132,0.05847,0.46803,0.52567,1,
45.40868,5359611619090,0.06523,0.45005,0.64081,1,
45.73727,5359612323444,0.89492,0.84576,0.21358,1,
45.95052,5359612780529,0.84600,0.82389,0.19711,1,
46.52580,5359614013636,0.10077,0.27688,0.50945,1,
47.08434,5359615210865,0.13400,0.13660,0.54228,1,
47.37997,5359615844533,0.26679,0.15733,0.22997,1,
47.74165,5359616619809,0.35122,0.11067,0.34504,1,
48.16866,5359617535088,0.37088,0.12656,0.41096,1,
48.59557,5359618450162,0.08516,0.31844,0.36111,1,
49.22024,5359619789099,0.09329,0.45421,0.60840,1,
49.48269,5359620351660,0.07113,0.29982,0.24606,1,
49.86123,5359621163063,0.09184,0.32073,0.36190,1,
50.10698,5359621689826,0.11133,0.43534,0.22993,1,
50.86298,5359623310306,0.09863,0.43786,0.73917,1,
51.27361,5359624190463,0.07021,0.49753,0.39426,1,
51.51978,5359624718161,0.09562,0.62538,0.22900,1,
51.91409,5359625563322,0.90053,0.88605,0.32833,1,
52.42422,5359626656768,0.11462,0.26835,0.39503,1,
53.13007,5359628169776,0.10091,0.08697,0.64061,1,
53.34364,5359628627538,0.11088,0.25258,0.19733,1,
53.80369,5359629613647,0.08020,0.33372,0.44385,1,
54.08297,5359630212281,0.08366,0.38667,0.26295,1,
54.26488,5359630602203,0.08598,0.44247,0.16563,1,
54.90430,5359631972800,0.09772,0.44681,0.47534,1,
55.72584,5359633733757,0.09017,0.54088,0.80489,1,
56.33375,5359635036794,0.08876,0.63278,0.59151,1,
56.72807,5359635881990,0.90488,0.85590,0.27933,1,
57.30308,5359637114531,0.08696,0.42341,0.41090,1,
57.58204,5359637712486,0.07711,0.40438,0.26251,1,
57.89446,5359638382135,0.10729,0.06474,0.24634,1,
58.23946,5359639121660,0.20340,0.10211,0.27959,1,
58.58447,5359639861154,0.24767,0.13982,0.32848,1,
58.84731,5359640424561,0.24778,0.19237,0.24644,1,
59.27464,5359641340531,0.06187,0.49938,0.36119,1,
59.75095,5359642361502,0.06361,0.54367,0.45984,1,
60.21066,5359643346864,0.05663,0.60541,0.44362,1,
60.57200,5359644121404,0.06267,0.34666,0.29530,1,
61.13052,5359645318560,0.05945,0.34401,0.54185,1,
61.36082,5359645812222,0.05558,0.49173,0.21347,1,
61.74058,5359646626237,0.05733,0.53075,0.36330,1,
62.06705,5359647326027,0.09187,0.04429,0.26245,1,
62.39759,5359648034528,0.16874,0.07500,0.31390,1,
62.60914,5359648487986,0.19398,0.20446,0.19688,1,
63.05274,5359649438820,0.06306,0.50613,0.37758,1,
64.76177,5359653102093,0.05029,0.53791,1.69229,1,
65.20519,5359654052579,0.06027,0.47803,0.42694,1,
65.68154,5359655073618,0.07448,0.45626,0.46005,1,
66.07594,5359655918981,0.07422,0.48632,0.37791,1,
66.86448,5359657609218,0.05255,0.56472,0.77220,1,
67.37383,5359658701001,0.05859,0.55081,0.49283,1,
67.58717,5359659158273,0.24595,0.52482,0.19731,1,
67.94878,5359659933420,0.87308,0.85288,0.29582,1,
68.63847,5359661411716,0.07141,0.45228,0.62296,1,
68.86872,5359661905268,0.08761,0.28160,0.21378,1,
69.26255,5359662749448,0.15639,0.07581,0.32822,1,
69.82133,5359663947185,0.26696,0.09152,0.54216,1,
70.18302,5359664722470,0.06444,0.40696,0.24629,1,
70.44549,5359665285060,0.06039,0.48259,0.24623,1,
70.75787,5359665954621,0.04716,0.59385,0.29529,1,
71.02100,5359666518643,0.06398,0.59046,0.24683,1,
71.31663,5359667152310,0.08001,0.32779,0.23041,1,
71.72695,5359668031834,0.08858,0.32710,0.39413,1,
71.92478,5359668455899,0.09550,0.30296,0.18132,1,
72.35130,5359669370113,0.07967,0.31593,0.21350,1,
72.69665,5359670110377,0.18227,0.15407,0.27959,1,
73.15647,5359671095987,0.27363,0.12829,0.44350,1,
73.37034,5359671554399,0.17988,0.30465,0.19719,1,
73.66602,5359672188224,0.07855,0.35796,0.27948,1,
74.06022,5359673033174,0.08010,0.33839,0.37785,1,
74.50384,5359673984036,0.06061,0.54366,0.37799,1,
75.09493,5359675251036,0.06320,0.62689,0.57481,1,
75.24320,5359675568868,0.07414,0.48997,0.13155,1,
76.06458,5359677329480,0.06732,0.45296,0.41083,1,
76.31153,5359677858819,0.07728,0.58892,0.23093,1,
77.50993,5359680427555,0.05992,0.63199,1.18224,1,
77.98652,5359681449124,0.06862,0.53838,0.46001,1,
78.38244,5359682297762,0.07611,0.44842,0.37965,1,
78.89017,5359683386089,0.07655,0.34043,0.49306,1,
79.33366,5359684336681,0.89771,0.88144,0.32867,1,
79.43232,5359684548146,0.83920,0.83315,0.08221,1,
79.74436,5359685217004,0.08953,0.46667,0.24637,1,
80.08959,5359685957001,0.08161,0.45939,0.32877,1,
80.56757,5359686981553,0.12037,0.10105,0.36314,1,
80.89463,5359687682591,0.10921,0.09303,0.31245,1,
81.22274,5359688385906,0.19194,0.08740,0.31198,1,
81.48588,5359688949929,0.16089,0.08749,0.24648,1,
81.69952,5359689407843,0.09068,0.27413,0.19707,1,
81.96221,5359689970936,0.08131,0.27546,0.24626,1,
82.29101,5359690675701,0.11811,0.30497,0.31227,1,
82.96438,5359692119061,0.09694,0.42070,0.60789,1,
83.21081,5359692647281,0.08838,0.47742,0.22978,1,
83.78599,5359693880167,0.07637,0.54378,0.55878,1,
84.09803,5359694549018,0.07530,0.47480,0.29579,1,
84.32844,5359695042913,0.07268,0.52050,0.21281,1,
85.00243,5359696487589,0.08503,0.63760,0.65819,1,
85.70834,5359698000696,0.10906,0.31655,0.64088,1,
85.98730,5359698598631,0.11116,0.36531,0.26297,1,
86.38168,5359699443967,0.10098,0.45229,0.37814,1,
86.62803,5359699972035,0.14592,0.43221,0.22998,1,
87.00578,5359700781742,0.92444,0.89865,0.31212,1,
87.59707,5359702049142,0.10364,0.35470,0.47607,1,
87.86022,5359702613230,0.11027,0.22984,0.24644,1,
88.33627,5359703633598,0.14531,0.13704,0.45979,1,
88.68140,5359704373407,0.20160,0.12889,0.32822,1,
89.07577,5359705218710,0.27110,0.12610,0.37759,1,
89.24035,5359705571503,0.33995,-0.01988,0.14761,1,
90.01235,5359707226263,0.08460,0.11233,0.36038,1,
90.35712,5359707965291,0.11683,0.12617,0.32835,1,
90.86808,5359709060508,0.15389,0.15878,0.49417,1,
91.29397,5359709973401,0.22927,0.12090,0.41092,1,
91.60604,5359710642300,0.28618,0.13165,0.29561,1,
91.93449,5359711346322,0.07890,0.29118,0.26271,1,
92.24639,5359712014903,0.09495,0.32637,0.29559,1,
92.65739,5359712895855,0.13155,0.32105,0.39450,1,
93.11726,5359713881567,0.15139,0.32354,0.44350,1,
93.34835,5359714376919,0.08322,0.39895,0.21487,1,
93.57749,5359714868071,0.07641,0.32072,0.21371,1,
93.93865,5359715642223,0.12682,0.08862,0.29562,1,
94.39852,5359716627958,0.16993,0.12904,0.44348,1,
94.72749,5359717333078,0.25233,0.12283,0.31223,1,
94.95731,5359717825701,0.21771,0.20360,0.21381,1,
95.41737,5359718811809,0.06239,0.50986,0.39383,1,
96.00893,5359720079825,0.08247,0.61998,0.57527,1,
96.69865,5359721558234,0.10431,0.60674,0.67345,1,
96.96159,5359722121831,0.05241,0.52267,0.24658,1,
97.30668,5359722861540,0.07023,0.41953,0.32864,1,
97.56962,5359723425130,0.08997,0.27245,0.24640,1,
97.81599,5359723953229,0.18826,0.19253,0.23018,1,
98.21024,5359724798312,0.89910,0.85481,0.32866,1,
98.40730,5359725220680,0.71197,0.70935,0.18057,1,
98.71951,5359725889901,0.11389,0.27873,0.24635,1,
99.12995,5359726769681,0.12148,0.13170,0.29549,1,
99.67327,5359727934278,0.18077,0.10219,0.52687,1,
99.88660,5359728391541,0.17547,0.25757,0.19783,1,
100.32941,5359729340709,0.06540,0.47390,0.37766,1,
100.67504,5359730081559,0.07357,0.55444,0.32918,1,
101.11935,5359731033911,0.05638,0.61177,0.42868,1,
101.89083,5359732687567,0.08271,0.38147,0.70703,1,
102.21896,5359733390892,0.12410,0.14360,0.21388,1,
102.54836,5359734096981,0.19295,0.12252,0.31325,1,
103.30413,5359735716962,0.27678,0.11161,0.74051,1,
104.19135,5359737618694,0.47404,0.13433,0.08261,1,
104.50227,5359738285137,0.96673,1.07679,0.24417,1,
104.74868,5359738813314,0.85303,1.12711,0.23004,1,
105.83320,5359741137959,0.06703,0.45839,1.01840,1,
106.12850,5359741770936,0.05980,0.48531,0.27885,1,
107.01562,5359743672457,0.07341,0.34728,0.87045,1,
107.64010,5359745011017,0.07594,0.47559,0.55846,1,
108.13317,5359746067914,0.05993,0.55759,0.47658,1,
108.77412,5359747441767,0.06160,0.63692,0.62460,1,
109.15166,5359748251030,0.06206,0.52887,0.21227,1,
109.44720,5359748884516,0.07229,0.40688,0.27937,1,
109.69382,5359749413137,0.06753,0.45147,0.22983,1,
110.46597,5359751068232,0.06292,0.46347,0.75514,1,
112.32261,5359755047917,0.06735,0.33548,1.79077,1,
112.55254,5359755540751,0.06919,0.48402,0.21405,1,
112.91367,5359756314836,0.05284,0.56313,0.34477,1,
113.80094,5359758216693,0.05268,0.63759,0.87079,1,
114.67185,5359760083470,0.05740,0.60506,0.85468,1,
115.64100,5359762160818,0.07007,0.45072,0.95305,1,
115.88807,5359762690406,0.12910,0.46701,0.23065,1,
116.23244,5359763428563,0.91485,0.80631,0.27921,1,
116.61002,5359764237912,0.11500,0.35404,0.31172,1,
117.05366,5359765188831,0.12055,0.14970,0.37778,1,
117.46435,5359766069143,0.21943,0.12516,0.39432,1,
117.87518,5359766949715,0.07313,0.45341,0.34480,1,
118.25347,5359767760599,0.07434,0.47280,0.36197,1,
118.49940,5359768287733,0.11495,0.28808,0.22998,1,
119.02557,5359769415568,0.11681,0.16131,0.46022,1,
119.37019,5359770154262,0.09164,0.15991,0.32881,1,
119.69903,5359770859115,0.08150,0.44825,0.26311,1,
119.97796,5359771456999,0.12490,0.47358,0.26260,1,
120.33970,5359772232406,0.88727,0.86889,0.29568,1,
120.71751,5359773042223,0.11699,0.36656,0.26280,1,
121.11169,5359773887147,0.07837,0.29191,0.37787,1,
121.39111,5359774486053,0.06954,0.27620,0.26314,1,
121.75239,5359775260452,0.06788,0.43511,0.34172,1,
122.22901,5359776282106,0.07239,0.42999,0.46017,1,
122.78710,5359777478367,0.08559,0.36065,0.49248,1,
123.08311,5359778112837,0.05411,0.49628,0.27917,1,
123.60886,5359779239802,0.06400,0.54456,0.50917,1,
123.88827,5359779838673,0.04909,0.40435,0.26306,1,
124.16723,5359780436632,0.05729,0.40013,0.26266,1,
124.43003,5359780999928,0.07109,0.34151,0.24600,1,
124.66113,5359781495305,0.06743,0.37556,0.21443,1,
125.18595,5359782620252,0.07026,0.55510,0.45943,1,
125.69543,5359783712309,0.06635,0.60647,0.49307,1,
125.97457,5359784310647,0.07531,0.28802,0.21356,1,
126.20464,5359784803804,0.15895,0.38812,0.21375,1,
126.58302,5359785614828,0.90211,0.85724,0.31290,1,
127.25582,5359787056960,0.08076,0.36993,0.55850,1,
127.56829,5359787726749,0.31247,0.27820,0.19730,1,
127.83105,5359788289958,0.83677,0.79908,0.19719,1,
128.19254,5359789064798,0.16679,0.16475,0.29506,1,
128.50455,5359789733599,0.11242,0.10048,0.24672,1,
128.80026,5359790367427,0.19355,0.15045,0.27917,1,
129.01367,5359790824876,0.10348,0.23352,0.19699,1,
129.31238,5359791465155,0.06650,0.22841,0.28233,1,
129.62158,5359792127959,0.10679,0.12419,0.29581,1,
129.99966,5359792938356,0.10085,0.09193,0.36189,1,
130.34436,5359793677213,0.08138,0.32470,0.27898,1,
130.83731,5359794733807,0.10580,0.33506,0.47647,1,
131.19901,5359795509151,0.08954,0.39546,0.34485,1,
131.54398,5359796248554,0.09240,0.46658,0.32869,1,
131.82291,5359796846465,0.07873,0.53369,0.26262,1,
132.23395,5359797727487,0.08473,0.62151,0.39189,1,
132.69354,5359798712635,0.90638,0.84682,0.34500,1,
133.53168,5359800509138,0.08044,0.33039,0.52562,1,
133.86005,5359801212987,0.12468,0.15094,0.26259,1,
134.20535,5359801953140,0.19956,0.15979,0.32896,1,
134.46823,5359802516625,0.21620,0.22632,0.24660,1,
134.91174,5359803467299,0.08447,0.40206,0.37767,1,
135.38837,5359804488939,0.08672,0.47026,0.45999,1,
135.76599,5359805298379,0.09202,0.31944,0.36134,1,
135.99640,5359805792234,0.09115,0.47064,0.21385,1,
136.39032,5359806636612,0.08698,0.54049,0.37761,1,
136.98175,5359807904322,0.10005,0.65115,0.57486,1,
137.32675,5359808643841,0.91141,0.84165,0.27917,1,
137.45828,5359808925747,0.92657,0.90518,0.11478,1,
138.52606,5359811214528,0.09079,0.32924,0.90289,1,
138.78876,5359811777640,0.08454,0.38191,0.24611,1,
139.26538,5359812799229,0.09029,0.43976,0.46010,1,
139.56125,5359813433430,0.09653,0.26720,0.23026,1,
139.92261,5359814207993,0.07443,0.36375,0.34497,1,
140.25122,5359814912373,0.09735,0.27659,0.31247,1,
140.59579,5359815650970,0.15358,0.05492,0.22978,1,
140.95749,5359816426280,0.17680,0.06875,0.34496,1,
141.43405,5359817447754,0.08123,0.22888,0.36168,1,
141.71353,5359818046830,0.08002,0.28916,0.26312,1,
142.25510,5359819207650,0.09007,0.33281,0.52524,1,
142.48529,5359819701066,0.12690,0.21318,0.21336,1,
142.86304,5359820510747,0.12007,0.09361,0.36145,1,
143.37286,5359821603564,0.19444,0.12844,0.49336,1,
143.65170,5359822201278,0.19897,0.17573,0.26282,1,
144.06244,5359823081671,0.12753,0.30798,0.34491,1,
144.42368,5359823855956,0.06370,0.43813,0.29555,1,
144.80179,5359824666420,0.08805,0.52880,0.36139,1,
145.16302,5359825440744,0.12386,0.51822,0.34499,1,
145.90219,5359827025130,0.05675,0.46479,0.72270,1,
146.13235,5359827518472,0.14057,0.47951,0.21335,1,
146.46091,5359828222734,0.90326,0.84664,0.26271,1,
146.64160,5359828610035,0.72239,0.74830,0.16441,1,
147.01950,5359829420052,0.09630,0.27201,0.31052,1,
147.43048,5359830300978,0.08870,0.12832,0.34518,1,
148.17038,5359831886943,0.09081,0.34857,0.67421,1,
148.51437,5359832624329,0.08815,0.41599,0.27707,1,
148.84302,5359833328769,0.11622,0.35647,0.31197,1,
149.13864,5359833962391,0.88451,0.86878,0.22983,1,
149.28720,5359834280847,0.78709,0.78708,0.13205,1,
149.94370,5359835688038,0.07361,0.42429,0.59132,1,
150.46954,5359836815183,0.07546,0.39670,0.50943,1,
150.68292,5359837272554,0.09153,0.23146,0.19711,1,
150.97873,5359837906619,0.11979,0.08978,0.22972,1,
151.27432,5359838540185,0.09225,0.15121,0.27921,1,
151.70160,5359839456071,0.07372,0.35913,0.36116,1,
151.91504,5359839913538,0.06704,0.25035,0.19708,1,
152.22723,5359840582773,0.08451,0.10635,0.24632,1,
152.65436,5359841498259,0.11776,0.16098,0.41046,1,
153.08151,5359842413900,0.07169,0.35218,0.36136,1,
153.39383,5359843083309,0.05993,0.47828,0.29591,1,
154.00403,5359844391288,0.09093,0.54729,0.59387,1,
154.93857,5359846394473,0.07141,0.61407,0.92033,1,
155.15161,5359846851100,0.08968,0.40543,0.19727,1,
155.54620,5359847696899,0.08969,0.07476,0.32890,1,
155.95691,5359848577236,0.08313,0.40105,0.34491,1,
156.41669,5359849562783,0.08981,0.43363,0.44359,1,
156.67944,5359850126009,0.09670,0.32070,0.24641,1,
157.27127,5359851394534,0.10349,0.36863,0.37833,1,
158.14203,5359853261026,0.11509,0.41372,0.55884,1,
158.42105,5359853859069,0.09623,0.39084,0.26288,1,
158.86505,5359854810771,0.10516,0.09700,0.37837,1,
159.40686,5359855972158,0.08177,0.42262,0.42665,1,
159.98233,5359857205639,0.09278,0.51863,0.50980,1,
160.32690,5359857944231,0.85064,0.86365,0.23033,1,
160.63870,5359858612585,0.07740,0.24990,0.24631,1,
160.98389,5359859352505,0.07752,0.35781,0.32849,1,
161.50995,5359860480082,0.10963,0.06201,0.36153,1,
161.92017,5359861359393,0.21630,0.16407,0.34480,1,
162.26517,5359862098900,0.21827,0.20209,0.32816,1,
162.59406,5359862803835,0.07979,0.26453,0.26306,1,
162.95520,5359863577925,0.09525,0.16389,0.34334,1,
163.28381,5359864282326,0.11179,0.29431,0.31197,1,
163.79321,5359865374199,0.15989,0.30701,0.49292,1,
164.25323,5359866360262,0.18505,0.32986,0.44327,1,
164.50159,5359866892594,0.10281,0.18622,0.23187,1,
164.74594,5359867416347,0.11935,0.20704,0.23006,1,
165.33752,5359868684388,0.10975,0.45548,0.52562,1,
166.14267,5359870410217,0.18069,0.42844,0.78859,1,
166.58627,5359871361076,0.19313,0.41885,0.42603,1,
166.81586,5359871853200,0.08618,0.29643,0.21364,1,
167.25964,5359872804468,0.11869,0.09797,0.37773,1,
167.62140,5359873579889,0.15195,0.12449,0.34425,1,
167.96609,5359874318744,0.20323,0.17900,0.32867,1,
168.59210,5359875660544,0.13416,0.44522,0.56047,1,
169.08325,5359876713290,0.19483,0.42916,0.47629,1,
169.67456,5359877980768,0.08009,0.55558,0.52487,1,
170.00458,5359878688177,0.10685,0.67090,0.31345,1,
170.33258,5359879391235,0.85947,0.84670,0.26346,1,
170.67685,5359880129156,0.12514,0.41335,0.27928,1,
171.54739,5359881995142,0.07288,0.45663,0.85435,1,
171.85974,5359882664696,0.06008,0.55575,0.29578,1,
172.08975,5359883157685,0.06118,0.53092,0.21272,1,
172.43527,5359883898296,0.07540,0.45657,0.32915,1,
172.65030,5359884359234,0.06287,0.33883,0.19917,1,
173.00977,5359885129744,0.11451,0.09179,0.29597,1,
173.51917,5359886221612,0.20924,0.15975,0.49319,1,
173.84753,5359886925496,0.23864,0.16574,0.31061,1,
174.09363,5359887452956,0.11170,0.20693,0.22876,1,
174.42297,5359888158905,0.08839,0.29387,0.26315,1,
174.75104,5359888862103,0.10608,0.16924,0.26283,1,
175.08072,5359889568768,0.06725,0.33063,0.26369,1,
175.58896,5359890658183,0.07090,0.48469,0.44319,1,
175.90125,5359891327543,0.06389,0.55266,0.29581,1,
176.57471,5359892771141,0.06939,0.62723,0.65681,1,
177.26468,5359894250053,0.07246,0.50833,0.67252,1,
177.65887,5359895095011,0.12562,0.21082,0.32860,1,
178.00418,5359895835155,0.07015,0.34191,0.27943,1,
178.26694,5359896398392,0.06459,0.41033,0.24669,1,
178.61191,5359897137791,0.06111,0.55598,0.32886,1,
178.98984,5359897947885,0.07295,0.64170,0.36153,1,
179.17053,5359898335208,0.36212,0.83234,0.11496,1,
179.53162,5359899109223,0.95445,0.87462,0.29524,1,
179.84485,5359899780578,0.89551,0.90118,0.29646,1,
180.33682,5359900835150,0.11976,0.10767,0.22992,1,
180.63266,5359901469272,0.10895,0.04537,0.27936,1,
180.92831,5359902103006,0.12399,0.01759,0.27942,1,
181.33914,5359902983610,0.06199,0.40971,0.34518,1,
181.68402,5359903722866,0.07619,0.18990,0.27948,1,
182.24280,5359904920612,0.11402,0.14919,0.54224,1,
182.99814,5359906539662,0.08016,0.31140,0.68964,1,
183.39316,5359907386336,0.11085,0.32021,0.37845,1,
183.63919,5359907913700,0.11160,0.23260,0.23038,1,
183.91846,5359908512320,0.09465,0.09232,0.26260,1,
184.14832,5359909005007,0.13000,0.12669,0.21344,1,
184.65768,5359910096876,0.10865,0.32189,0.44183,1,
185.01886,5359910871008,0.12255,0.36901,0.34479,1,
185.59409,5359912104025,0.08847,0.43307,0.55865,1,
186.33337,5359913688633,0.09514,0.56447,0.67374,1,
186.97397,5359915061778,0.09406,0.62991,0.62415,1,
187.41763,5359916012782,0.12309,0.63829,0.42661,1,
188.05826,5359917385892,0.06990,0.63773,0.62402,1,
188.43600,5359918195635,0.10306,0.61824,0.36121,1,
188.86377,5359919112527,0.06684,0.43308,0.36176,1,
190.39102,5359922386134,0.10380,0.47108,1.51166,1,
190.83542,5359923338695,0.17880,0.45785,0.42810,1,
191.26166,5359924252336,0.22245,0.43003,0.41046,1,
191.57404,5359924921941,0.24434,0.42311,0.29391,1,
192.26538,5359926403826,0.10966,0.13111,0.37823,1,
192.64191,5359927210880,0.13655,0.18194,0.36172,1,
193.85745,5359929816382,0.10611,0.33710,1.14981,1,
195.15549,5359932598708,0.17344,0.32060,1.28156,1,
195.63208,5359933620296,0.21011,0.33829,0.46008,1,
196.27261,5359934993251,0.25879,0.31452,0.62451,1,
196.53568,5359935557116,0.23996,0.35174,0.24646,1,
197.45538,5359937528457,0.09096,0.43488,0.85434,1,
197.91556,5359938514882,0.14880,0.43895,0.44348,1,
198.54001,5359939853395,0.18380,0.43632,0.60800,1,
