TIME,TIMETICK,FPOGX,FPOGY,FPOGD,FPOGV,
0.00000,4806440089842,0.62690,0.41876,0.00000,1,
0.01636,4806440124961,0.62391,0.42970,0.01636,1,
0.03320,4806440161305,0.62442,0.43047,0.03320,1,
0.05151,4806440200211,0.62451,0.43258,0.05151,1,
0.06567,4806440230776,0.62208,0.43451,0.06567,1,
0.08545,4806440273244,0.61953,0.43767,0.08545,1,
0.10522,4806440315451,0.61768,0.43922,0.10522,1,
0.11548,4806440337572,0.61832,0.43783,0.11548,1,
0.13110,4806440371284,0.61854,0.43548,0.13110,1,
0.15039,4806440412212,0.61887,0.43263,0.15039,1,
0.16431,4806440442280,0.61888,0.43247,0.16430,1,
0.18213,4806440480226,0.61990,0.43260,0.18213,1,
0.20850,4806440536673,0.62046,0.43443,0.20849,1,
0.21680,4806440554600,0.61975,0.43664,0.21679,1,
0.22998,4806440583127,0.61921,0.43995,0.22998,1,
0.24634,4806440617872,0.61872,0.44307,0.24634,1,
0.26245,4806440652706,0.61819,0.44537,0.26245,1,
0.28345,4806440697575,0.61754,0.44871,0.28345,1,
0.30591,4806440745697,0.61707,0.45098,0.30591,1,
0.31250,4806440759911,0.61666,0.45337,0.31250,1,
0.33130,4806440800185,0.61650,0.45541,0.33130,1,
0.34521,4806440829734,0.61360,0.48442,0.33130,0,
0.36133,4806440864590,0.62125,0.49502,0.33130,0,
0.38184,4806440908445,0.62213,0.49720,0.33130,0,
0.39453,4806440935725,0.62287,0.49630,0.04932,1,
0.41113,4806440971347,0.62405,0.49025,0.06592,1,
0.42798,4806441007609,0.62449,0.48065,0.08276,1,
0.44360,4806441040804,0.62478,0.47425,0.09839,1,
0.46191,4806441080176,0.62227,0.47744,0.11670,1,
0.47632,4806441110998,0.62403,0.47662,0.13110,1,
0.49756,4806441156489,0.62560,0.47506,0.15234,1,
0.51001,4806441183433,0.62614,0.47410,0.16479,1,
0.52710,4806441219599,0.62820,0.47146,0.18188,1,
0.54175,4806441251449,0.62977,0.47005,0.19653,1,
0.55859,4806441287574,0.62799,0.47040,0.21338,1,
0.57495,4806441322174,0.62154,0.47545,0.22974,1,
0.59766,4806441371266,0.61589,0.48008,0.25244,1,
0.61084,4806441399365,0.59947,0.48572,0.26563,1,
0.62573,4806441431011,0.58444,0.49156,0.28052,1,
0.64063,4806441462955,0.53946,0.50870,0.28052,0,
0.65771,4806441500057,0.43539,0.54062,0.28052,0,
0.67358,4806441533743,0.39826,0.55128,0.28052,0,
0.69043,4806441570069,0.32617,0.57224,0.28052,0,
0.71362,4806441619521,0.32308,0.57400,0.28052,0,
0.72412,4806441642231,0.32343,0.57355,0.28052,0,
0.74658,4806441690135,0.32423,0.57658,0.05615,1,
0.75757,4806441713973,0.32638,0.57215,0.06714,1,
0.77197,4806441744629,0.32844,0.57163,0.08154,1,
0.79175,4806441787349,0.32979,0.57045,0.10132,1,
0.80591,4806441817496,0.33083,0.57325,0.11548,1,
0.83081,4806441870973,0.32443,0.59315,0.14038,1,
0.84204,4806441895048,0.31926,0.60897,0.15161,1,
0.85522,4806441923183,0.31231,0.63299,0.16479,1,
0.87085,4806441956446,0.30798,0.65366,0.18042,1,
0.88989,4806441997570,0.30443,0.67138,0.19946,1,
0.90332,4806442026247,0.30165,0.68624,0.21289,1,
0.92261,4806442067605,0.29397,0.73109,0.21289,0,
0.94971,4806442125491,0.28441,0.80873,0.21289,0,
0.95410,4806442134989,0.26710,0.82224,0.21289,0,
0.97266,4806442174991,0.24670,0.86185,0.21289,0,
0.98779,4806442207366,0.23973,0.85589,0.21289,0,
1.00171,4806442237214,0.24184,0.84689,0.21289,0,
1.01904,4806442274364,0.24368,0.85644,0.04639,1,
1.04004,4806442319492,0.24439,0.86139,0.06738,1,
1.05200,4806442344775,0.24046,0.85639,0.07935,1,
1.07324,4806442390331,0.24281,0.85621,0.10059,1,
1.08813,4806442422652,0.24422,0.85535,0.11548,1,
1.10034,4806442448659,0.24098,0.85360,0.12769,1,
1.11694,4806442484214,0.23569,0.86255,0.14429,1,
1.13525,4806442523547,0.23152,0.87006,0.16260,1,
1.15356,4806442562717,0.22571,0.87438,0.18091,1,
1.17773,4806442614273,0.22197,0.87821,0.20508,1,
1.18579,4806442631784,0.21917,0.88200,0.21313,1,
1.19922,4806442660635,0.21754,0.88566,0.22656,1,
1.21631,4806442697378,0.21685,0.88916,0.24365,1,
1.23193,4806442730498,0.21645,0.89251,0.25928,1,
1.26050,4806442792077,0.21546,0.89505,0.28784,1,
1.26782,4806442807378,0.19881,0.92149,0.28784,0,
1.28979,4806442854818,0.20116,0.92843,0.28784,0,
1.29810,4806442872241,0.19974,0.93372,0.28784,0,
1.31519,4806442908913,0.20460,0.93565,0.04736,1,
1.33081,4806442942830,0.20711,0.93636,0.06299,1,
1.34668,4806442976580,0.20275,0.93689,0.07886,1,
1.37524,4806443037595,0.20416,0.94218,0.10742,1,
1.38428,4806443057100,0.20559,0.94658,0.11646,1,
1.40308,4806443097654,0.20624,0.94899,0.13525,1,
1.41455,4806443121949,0.20475,0.95185,0.14673,1,
1.43042,4806443156337,0.20355,0.95424,0.16260,1,
1.44507,4806443187710,0.20491,0.95564,0.17725,1,
1.46313,4806443226053,0.20912,0.95414,0.19531,1,
1.48267,4806443268008,0.21290,0.95309,0.21484,1,
1.49463,4806443293660,0.21445,0.95424,0.22681,1,
1.51416,4806443335803,0.21698,0.95510,0.24634,1,
1.52783,4806443365100,0.21913,0.95573,0.26001,1,
1.54395,4806443399462,0.21892,0.95636,0.27612,1,
1.56128,4806443436609,0.21864,0.95675,0.29346,1,
1.58667,4806443490797,0.21825,0.95696,0.31885,1,
1.59399,4806443506838,0.21818,0.95740,0.32617,1,
1.61328,4806443547991,0.21911,0.95699,0.34546,1,
1.63062,4806443584979,0.21997,0.95663,0.36279,1,
1.64233,4806443610258,0.22050,0.95630,0.37451,1,
1.66040,4806443649080,0.22091,0.95750,0.39258,1,
1.67554,4806443681412,0.22139,0.95871,0.40771,1,
1.69800,4806443729495,0.22223,0.95978,0.43018,1,
1.71021,4806443755639,0.22305,0.96083,0.44238,1,
1.72559,4806443788558,0.22376,0.96175,0.45776,1,
1.74194,4806443823645,0.22505,0.96218,0.47412,1,
1.75952,4806443861595,0.22536,0.96187,0.49170,1,
1.77417,4806443892702,0.22555,0.96143,0.50635,1,
1.79224,4806443931551,0.22495,0.96046,0.52441,1,
1.82129,4806443993917,0.22444,0.95959,0.55347,1,
1.82593,4806444003637,0.22386,0.95863,0.55811,1,
1.85693,4806444070364,0.22395,0.95757,0.58911,1,
1.86304,4806444083576,0.22438,0.95695,0.59521,1,
1.87769,4806444114622,0.22483,0.95646,0.60986,1,
1.89136,4806444143932,0.22499,0.95610,0.62354,1,
1.91138,4806444187171,0.22502,0.95594,0.64355,1,
1.93042,4806444227588,0.22513,0.95590,0.66260,1,
1.94043,4806444249350,0.22505,0.95599,0.67261,1,
1.96533,4806444302853,0.22534,0.95606,0.69751,1,
1.97363,4806444320307,0.22558,0.95606,0.70581,1,
1.98755,4806444350509,0.22585,0.95588,0.71973,1,
2.00464,4806444387088,0.22547,0.95569,0.73682,1,
2.02319,4806444426458,0.22508,0.95548,0.75537,1,
2.04468,4806444472717,0.22509,0.95567,0.77686,1,
2.05835,4806444501944,0.22585,0.95652,0.79053,1,
2.07202,4806444531219,0.22542,0.95556,0.80420,1,
2.08936,4806444568406,0.22377,0.95202,0.82153,1,
2.10327,4806444598254,0.20115,0.91179,0.82153,0,
2.11914,4806444632348,0.13722,0.79593,0.82153,0,
2.13794,4806444672864,0.19109,0.68152,0.82153,0,
2.15552,4806444710438,0.24427,0.52050,0.82153,0,
2.17310,4806444748175,0.31134,0.56734,0.82153,0,
2.18774,4806444779468,0.33702,0.56569,0.82153,0,
2.20435,4806444815134,0.38734,0.58162,0.82153,0,
2.21948,4806444847515,0.39139,0.57374,0.82153,0,
2.24512,4806444902630,0.37985,0.56720,0.82153,0,
2.25513,4806444923916,0.38030,0.55871,0.05078,1,
2.27368,4806444963507,0.38041,0.55165,0.06934,1,
2.28613,4806444990352,0.36712,0.55172,0.08179,1,
2.29980,4806445019665,0.33691,0.54082,0.09546,1,
2.31641,4806445055028,0.31475,0.53431,0.11206,1,
2.33423,4806445093191,0.28992,0.53369,0.12988,1,
2.35254,4806445132744,0.27278,0.53454,0.14819,1,
2.36572,4806445160795,0.25955,0.53730,0.16138,1,
2.38843,4806445209615,0.24991,0.53940,0.18408,1,
2.40088,4806445236053,0.24154,0.54299,0.19653,1,
2.41870,4806445274329,0.20828,0.54131,0.19653,0,
2.43091,4806445300691,0.17144,0.55050,0.19653,0,
2.45654,4806445355787,0.15478,0.54343,0.19653,0,
2.46606,4806445376228,0.14421,0.53441,0.04736,1,
2.48755,4806445421850,0.13641,0.51417,0.06885,1,
2.49707,4806445442702,0.13106,0.50170,0.07837,1,
2.51782,4806445487164,0.12731,0.49302,0.09912,1,
2.53101,4806445515377,0.12704,0.48355,0.11230,1,
2.54785,4806445551548,0.12387,0.48302,0.12915,1,
2.57373,4806445606558,0.12098,0.48166,0.15503,1,
2.58179,4806445623844,0.11850,0.48095,0.16309,1,
2.60303,4806445669621,0.11504,0.47721,0.18433,1,
2.61353,4806445692195,0.11186,0.47333,0.19482,1,
2.62842,4806445723888,0.10978,0.47089,0.20972,1,
2.64502,4806445759330,0.10759,0.46645,0.22632,1,
2.66479,4806445802221,0.09254,0.43770,0.22632,0,
2.68628,4806445847765,0.08107,0.40952,0.22632,0,
2.69434,4806445865223,0.07643,0.39435,0.22632,0,
2.71338,4806445906327,0.07572,0.39242,0.04858,1,
2.72803,4806445937720,0.07745,0.39224,0.06323,1,
2.74341,4806445970573,0.08248,0.40235,0.07861,1,
2.76074,4806446007536,0.08707,0.41197,0.09595,1,
2.77612,4806446040592,0.08839,0.41580,0.11133,1,
2.79785,4806446086918,0.08748,0.41377,0.13306,1,
2.81934,4806446133295,0.08549,0.40854,0.15454,1,
2.82666,4806446148727,0.08369,0.39199,0.16187,1,
2.84399,4806446186021,0.08434,0.37550,0.17920,1,
2.86157,4806446223886,0.08494,0.36189,0.19678,1,
2.87671,4806446256012,0.08562,0.34865,0.21191,1,
2.89160,4806446288293,0.08649,0.33992,0.22681,1,
2.90796,4806446323049,0.08749,0.33327,0.24316,1,
2.92993,4806446370447,0.09351,0.30099,0.24316,0,
2.94336,4806446398982,0.09705,0.26395,0.24316,0,
2.95850,4806446431717,0.09904,0.25518,0.24316,0,
2.97290,4806446462622,0.10431,0.25182,0.04297,1,
2.99194,4806446503051,0.10855,0.24893,0.06201,1,
3.00684,4806446534864,0.11114,0.24555,0.07690,1,
3.02417,4806446572222,0.10970,0.24188,0.09424,1,
3.04004,4806446606416,0.10809,0.23751,0.11011,1,
3.05835,4806446645666,0.10568,0.22932,0.12842,1,
3.07202,4806446674981,0.10271,0.21944,0.14209,1,
3.08838,4806446709840,0.10048,0.21073,0.15845,1,
3.10498,4806446745415,0.09850,0.20310,0.17505,1,
3.13184,4806446803103,0.09776,0.19390,0.20190,1,
3.13916,4806446818710,0.09690,0.18958,0.20923,1,
3.15576,4806446854310,0.09645,0.18705,0.22583,1,
3.17163,4806446888431,0.09669,0.18583,0.24170,1,
3.18750,4806446922228,0.09221,0.15802,0.24170,0,
3.20337,4806446956579,0.09720,0.16280,0.24170,0,
3.22119,4806446994532,0.09647,0.15952,0.24170,0,
3.24243,4806447040069,0.09435,0.15123,0.05493,1,
3.25293,4806447062657,0.09359,0.14872,0.06543,1,
3.27539,4806447110709,0.09530,0.15001,0.08789,1,
3.28589,4806447133046,0.09474,0.15600,0.09839,1,
3.30225,4806447168512,0.09450,0.16100,0.11475,1,
3.31934,4806447204801,0.09523,0.16654,0.13184,1,
3.33984,4806447248808,0.09517,0.17124,0.15234,1,
3.35327,4806447277722,0.09501,0.17474,0.16577,1,
3.37158,4806447316945,0.09580,0.18447,0.18408,1,
3.38428,4806447344270,0.09681,0.19326,0.19678,1,
3.40063,4806447379138,0.09813,0.20253,0.21313,1,
3.41724,4806447414970,0.10038,0.21123,0.22974,1,
3.43921,4806447461658,0.10177,0.21838,0.25171,1,
3.44995,4806447485007,0.10722,0.25745,0.25171,0,
3.47339,4806447535139,0.12150,0.29582,0.25171,0,
3.48755,4806447565517,0.12079,0.31408,0.25171,0,
3.49927,4806447590716,0.11982,0.32075,0.04932,1,
3.51685,4806447628188,0.11931,0.31403,0.06689,1,
3.53198,4806447660666,0.11779,0.30750,0.08203,1,
3.55591,4806447712256,0.11579,0.29924,0.10596,1,
3.56567,4806447733009,0.11055,0.29606,0.11572,1,
3.58887,4806447782505,0.10499,0.30366,0.13892,1,
3.60254,4806447811749,0.10049,0.30956,0.15259,1,
3.61499,4806447838789,0.09717,0.31739,0.16504,1,
3.63062,4806447872442,0.09476,0.32380,0.18066,1,
3.64795,4806447909514,0.09246,0.32836,0.19800,1,
3.66406,4806447943688,0.08940,0.33222,0.21411,1,
3.68530,4806447989320,0.08777,0.33478,0.23535,1,
3.69727,4806448015286,0.08625,0.33680,0.24731,1,
3.71387,4806448050570,0.08374,0.34145,0.26392,1,
3.72900,4806448083306,0.06654,0.36296,0.26392,0,
3.74561,4806448118444,0.07808,0.39130,0.26392,0,
3.76245,4806448155010,0.08235,0.42098,0.26392,0,
3.78320,4806448199218,0.08277,0.43250,0.05420,1,
3.80273,4806448241123,0.08369,0.44091,0.07373,1,
3.81787,4806448273547,0.09176,0.44909,0.08887,1,
3.83179,4806448303303,0.09563,0.45818,0.10278,1,
3.84473,4806448331208,0.09845,0.46481,0.11572,1,
3.86084,4806448365465,0.09864,0.46547,0.13184,1,
3.87744,4806448401388,0.10093,0.46431,0.14844,1,
3.89355,4806448435801,0.10267,0.46294,0.16455,1,
3.91553,4806448482982,0.10402,0.45948,0.18652,1,
3.93262,4806448519524,0.10530,0.45641,0.20361,1,
3.94360,4806448543260,0.10651,0.45425,0.21460,1,
3.96167,4806448581872,0.10820,0.45500,0.23267,1,
3.97583,4806448611952,0.11144,0.45774,0.24683,1,
3.99316,4806448649164,0.11449,0.46070,0.26416,1,
4.01050,4806448686667,0.11618,0.46353,0.28149,1,
4.02954,4806448727326,0.11807,0.46473,0.30054,1,
4.04126,4806448752627,0.11959,0.46526,0.31226,1,
4.05737,4806448786855,0.12057,0.46427,0.32837,1,
4.07617,4806448827123,0.11989,0.46646,0.34717,1,
4.09253,4806448862108,0.11910,0.46795,0.36353,1,
4.10693,4806448893403,0.11790,0.47163,0.37793,1,
4.13208,4806448946873,0.11660,0.47559,0.40308,1,
4.13989,4806448964062,0.12551,0.50795,0.40308,0,
4.15625,4806448998659,0.10821,0.53593,0.40308,0,
4.17285,4806449034513,0.10268,0.54302,0.40308,0,
4.18921,4806449069310,0.10127,0.54958,0.04932,1,
4.20654,4806449106662,0.09623,0.55581,0.06665,1,
4.22412,4806449144109,0.09533,0.56174,0.08423,1,
4.23877,4806449175945,0.09456,0.56558,0.09888,1,
4.25464,4806449209885,0.09400,0.56658,0.11475,1,
4.27173,4806449246351,0.09477,0.56697,0.13184,1,
4.28784,4806449281021,0.09513,0.56673,0.14795,1,
4.30371,4806449315097,0.09332,0.56223,0.16382,1,
4.33081,4806449372920,0.09361,0.55986,0.19092,1,
4.33911,4806449390746,0.09370,0.55747,0.19922,1,
4.35718,4806449429318,0.09137,0.55391,0.21729,1,
4.37183,4806449460976,0.09147,0.55553,0.23193,1,
4.38770,4806449495205,0.09160,0.55712,0.24780,1,
4.40234,4806449526617,0.09110,0.55446,0.26245,1,
4.42041,4806449565030,0.09256,0.55398,0.28052,1,
4.44604,4806449620175,0.09405,0.55397,0.30615,1,
4.45166,4806449632099,0.09547,0.55357,0.31177,1,
4.47388,4806449679854,0.09664,0.55398,0.33398,1,
4.48486,4806449703409,0.09755,0.55394,0.34497,1,
4.50098,4806449737825,0.09744,0.55362,0.36108,1,
4.51953,4806449777487,0.09759,0.55273,0.37964,1,
4.54272,4806449827349,0.09745,0.55124,0.40283,1,
4.55103,4806449845248,0.09753,0.54885,0.41113,1,
4.57080,4806449887499,0.09741,0.54636,0.43091,1,
4.58350,4806449914544,0.09736,0.54420,0.44360,1,
4.59961,4806449949199,0.09661,0.54408,0.45972,1,
4.61987,4806449992596,0.09513,0.54492,0.47998,1,
4.63721,4806450029672,0.09397,0.54621,0.49731,1,
4.64893,4806450055127,0.09360,0.54843,0.50903,1,
4.66675,4806450093362,0.09352,0.55114,0.52686,1,
4.68433,4806450130950,0.09346,0.55369,0.54443,1,
4.69849,4806450160977,0.09376,0.55594,0.55859,1,
4.71631,4806450199565,0.09368,0.55803,0.57642,1,
4.73169,4806450232057,0.09347,0.55975,0.59180,1,
4.74756,4806450266457,0.08264,0.58859,0.59180,0,
4.76660,4806450307175,0.07329,0.60654,0.59180,0,
4.78174,4806450339598,0.07054,0.61341,0.59180,0,
4.79712,4806450372365,0.06725,0.61415,0.04956,1,
4.81445,4806450409465,0.07148,0.61784,0.06689,1,
4.83057,4806450444447,0.07509,0.62181,0.08301,1,
4.84717,4806450479827,0.07826,0.62762,0.09961,1,
4.86499,4806450518153,0.08041,0.63401,0.11743,1,
4.88696,4806450565256,0.08198,0.63869,0.13940,1,
4.89526,4806450582898,0.08279,0.63996,0.14771,1,
4.91724,4806450629832,0.08328,0.64083,0.16968,1,
4.93066,4806450658581,0.08330,0.64081,0.18311,1,
4.94678,4806450693276,0.08058,0.64186,0.19922,1,
4.96582,4806450733925,0.08069,0.65077,0.21826,1,
4.98706,4806450779930,0.08078,0.65850,0.23950,1,
4.99707,4806450801095,0.07958,0.66356,0.24951,1,
5.01270,4806450834412,0.07750,0.66701,0.26514,1,
5.02930,4806450869974,0.07566,0.67009,0.28174,1,
5.04370,4806450901356,0.07293,0.70151,0.28174,0,
5.05981,4806450935746,0.06699,0.72765,0.28174,0,
5.07666,4806450971515,0.06501,0.73636,0.28174,0,
5.11035,4806451043819,0.05849,0.74058,0.06665,1,
5.12769,4806451081010,0.05498,0.73985,0.08398,1,
5.14160,4806451110925,0.05420,0.73890,0.09790,1,
5.15991,4806451150200,0.05311,0.73891,0.11621,1,
5.17749,4806451187951,0.05265,0.73953,0.13379,1,
5.20801,4806451253408,0.05868,0.73906,0.16431,1,
5.22632,4806451292368,0.06046,0.73822,0.18262,1,
5.24023,4806451322467,0.06138,0.73736,0.19653,1,
5.25684,4806451358182,0.06186,0.73128,0.21313,1,
5.27368,4806451394171,0.06124,0.72416,0.22998,1,
5.28955,4806451428145,0.05881,0.71875,0.24585,1,
5.30908,4806451470127,0.05584,0.71620,0.26538,1,
5.32422,4806451502341,0.05366,0.71469,0.28052,1,
5.34009,4806451536390,0.05224,0.71346,0.29639,1,
5.35547,4806451569532,0.05186,0.71321,0.31177,1,
5.37427,4806451609676,0.05210,0.71385,0.33057,1,
5.38965,4806451642776,0.05378,0.71485,0.34595,1,
5.41211,4806451690800,0.05469,0.71569,0.36841,1,
5.42139,4806451710815,0.05566,0.71670,0.37769,1,
5.43970,4806451749794,0.05593,0.71692,0.39600,1,
5.45435,4806451781442,0.05767,0.71793,0.41064,1,
5.47192,4806451819190,0.05956,0.71933,0.42822,1,
5.48706,4806451851350,0.06161,0.71989,0.44336,1,
5.50342,4806451886734,0.06328,0.72222,0.45972,1,
5.52124,4806451924851,0.06499,0.72462,0.47754,1,
5.53687,4806451958369,0.08985,0.74743,0.47754,0,
5.55322,4806451993026,0.09763,0.76689,0.47754,0,
5.57495,4806452039804,0.09801,0.76985,0.47754,0,
5.58643,4806452064615,0.09346,0.77195,0.04956,1,
5.60229,4806452098673,0.08977,0.77155,0.06543,1,
5.62329,4806452143288,0.08567,0.76900,0.08643,1,
5.63696,4806452172852,0.08248,0.75835,0.10010,1,
5.65137,4806452203395,0.08094,0.74644,0.11450,1,
5.67114,4806452246068,0.07973,0.73718,0.13428,1,
5.68433,4806452274105,0.07929,0.72859,0.14746,1,
5.70044,4806452308950,0.07786,0.72321,0.16357,1,
5.71899,4806452348349,0.07667,0.71873,0.18213,1,
5.73340,4806452379686,0.07782,0.71240,0.19653,1,
5.75610,4806452428023,0.07836,0.70640,0.21924,1,
5.76782,4806452453218,0.07883,0.70119,0.23096,1,
5.78345,4806452486591,0.07317,0.67356,0.23096,0,
5.80615,4806452535452,0.06329,0.67747,0.23096,0,
5.81641,4806452557179,0.06000,0.67877,0.23096,0,
5.83472,4806452596623,0.06279,0.67126,0.05127,1,
5.85107,4806452631570,0.06435,0.66919,0.06763,1,
5.86572,4806452663261,0.06540,0.66781,0.08228,1,
5.88379,4806452701947,0.06556,0.66392,0.10034,1,
5.90210,4806452741003,0.06697,0.66160,0.11865,1,
5.91431,4806452767024,0.06807,0.65979,0.13086,1,
5.93018,4806452801177,0.06965,0.65641,0.14673,1,
5.94702,4806452837148,0.07072,0.65589,0.16357,1,
5.96558,4806452877245,0.07161,0.65545,0.18213,1,
5.97998,4806452908011,0.07204,0.65560,0.19653,1,
5.99829,4806452947046,0.07101,0.65579,0.21484,1,
6.01294,4806452978578,0.07011,0.65596,0.22949,1,
6.02881,4806453012684,0.07059,0.65361,0.24536,1,
6.04712,4806453051719,0.07046,0.65023,0.26367,1,
6.06543,4806453091419,0.07068,0.64796,0.28198,1,
6.07861,4806453119359,0.07143,0.64408,0.29517,1,
6.09766,4806453160495,0.07347,0.64290,0.31421,1,
6.11597,4806453199426,0.07535,0.64180,0.33252,1,
6.12744,4806453224194,0.07576,0.63882,0.34399,1,
6.14429,4806453260170,0.07645,0.63487,0.36084,1,
6.16040,4806453294991,0.08195,0.60553,0.36084,0,
6.17896,4806453334678,0.07438,0.58266,0.36084,0,
6.19360,4806453365913,0.06902,0.57446,0.36084,0,
6.21265,4806453406910,0.06759,0.57312,0.05225,1,
6.22681,4806453437110,0.07436,0.56996,0.06641,1,
6.24585,4806453477967,0.07723,0.56640,0.08545,1,
6.25928,4806453506629,0.07969,0.56477,0.09888,1,
6.27539,4806453541077,0.08318,0.56156,0.11499,1,
6.29688,4806453587215,0.08479,0.56106,0.13647,1,
6.30859,4806453612619,0.08531,0.55886,0.14819,1,
6.32544,4806453648488,0.08547,0.55574,0.16504,1,
6.34644,4806453693708,0.08383,0.55118,0.18604,1,
6.35791,4806453717924,0.08188,0.54604,0.19751,1,
6.37427,4806453753347,0.07954,0.54242,0.21387,1,
6.39722,4806453802128,0.07881,0.53765,0.23682,1,
6.40698,4806453823313,0.07817,0.53348,0.24658,1,
6.42578,4806453863803,0.07746,0.52715,0.26538,1,
6.44214,4806453898731,0.07632,0.52466,0.28174,1,
6.45654,4806453929513,0.07564,0.52334,0.29614,1,
6.47363,4806453966035,0.07086,0.49674,0.29614,0,
6.48926,4806453999407,0.07259,0.50778,0.29614,0,
6.51611,4806454057385,0.07655,0.51919,0.29614,0,
6.52295,4806454071639,0.08041,0.51062,0.04932,1,
6.54395,4806454116889,0.08359,0.50141,0.07031,1,
6.55493,4806454140586,0.08521,0.49374,0.08130,1,
6.57324,4806454179857,0.08784,0.48558,0.09961,1,
6.58813,4806454211388,0.08958,0.48119,0.11450,1,
6.61255,4806454263812,0.09103,0.47832,0.13892,1,
6.62231,4806454284955,0.09225,0.47881,0.14868,1,
6.64111,4806454325366,0.09455,0.47976,0.16748,1,
6.65356,4806454351841,0.09671,0.48102,0.17993,1,
6.67041,4806454387910,0.09706,0.48111,0.19678,1,
6.68872,4806454426985,0.09839,0.47816,0.21509,1,
6.70288,4806454457269,0.09881,0.47337,0.22925,1,
6.71924,4806454492654,0.09768,0.47039,0.24561,1,
6.73755,4806454531971,0.09833,0.46566,0.26392,1,
6.75244,4806454563710,0.09878,0.46104,0.27881,1,
6.77124,4806454604279,0.09788,0.45843,0.29761,1,
6.78638,4806454636527,0.09884,0.45592,0.31274,1,
6.80322,4806454672665,0.09992,0.45439,0.32959,1,
6.81763,4806454703366,0.10065,0.45377,0.34399,1,
6.83643,4806454743522,0.10074,0.45365,0.36279,1,
6.86035,4806454794876,0.10491,0.42581,0.36279,0,
6.86963,4806454815046,0.10073,0.42766,0.36279,0,
6.88403,4806454845712,0.09837,0.42583,0.36279,0,
6.90332,4806454886955,0.09681,0.42409,0.04297,1,
6.91602,4806454914240,0.09868,0.42276,0.05566,1,
6.93286,4806454950427,0.10409,0.42325,0.07251,1,
6.95410,4806454996212,0.10871,0.42578,0.09375,1,
6.96558,4806455020385,0.11238,0.42693,0.10522,1,
6.98291,4806455057540,0.11167,0.42993,0.12256,1,
7.00439,4806455103672,0.11085,0.43163,0.14404,1,
7.01563,4806455127637,0.11126,0.43297,0.15527,1,
7.03149,4806455161717,0.11261,0.43236,0.17114,1,
7.05469,4806455211589,0.11368,0.43172,0.19434,1,
7.06396,4806455231339,0.11377,0.43231,0.20361,1,
7.08521,4806455277283,0.11472,0.43446,0.22485,1,
7.09839,4806455305363,0.11585,0.43727,0.23804,1,
7.11304,4806455336931,0.11605,0.43824,0.25269,1,
7.12988,4806455372931,0.11770,0.44147,0.26953,1,
7.14771,4806455410773,0.11908,0.44400,0.28735,1,
7.17017,4806455459234,0.11879,0.44429,0.30981,1,
7.18042,4806455481126,0.11814,0.44375,0.32007,1,
7.20264,4806455528798,0.11722,0.44236,0.34229,1,
7.21265,4806455550264,0.11723,0.44085,0.35229,1,
7.22949,4806455586349,0.11731,0.43634,0.36914,1,
7.24487,4806455619177,0.11765,0.43319,0.38452,1,
7.26196,4806455655979,0.11910,0.42858,0.40161,1,
7.27930,4806455692950,0.11992,0.42498,0.41895,1,
7.29883,4806455734972,0.12081,0.42213,0.43848,1,
7.31030,4806455759479,0.12805,0.39037,0.43848,0,
7.32910,4806455799636,0.12846,0.34554,0.43848,0,
7.34351,4806455830898,0.12775,0.32693,0.43848,0,
7.35962,4806455865274,0.13046,0.29008,0.43848,0,
7.38770,4806455925249,0.11856,0.30335,0.43848,0,
7.39429,4806455939793,0.11413,0.30659,0.43848,0,
7.41431,4806455982232,0.11709,0.30206,0.05469,1,
7.42700,4806456009874,0.11728,0.30202,0.06738,1,
7.44214,4806456042165,0.11764,0.30259,0.08252,1,
7.45825,4806456076577,0.11860,0.30302,0.09863,1,
7.47656,4806456115827,0.11674,0.29911,0.11694,1,
