Seq, fpogx, fpogy, fpogd, s
1,0.78612,0.02542,2,6
1,0.242,0.23297,0,0
1,0.18806,0.24779,0,6
1,0.16523,0.21953,2,0
2,0.06002,0.40106,2,2
2,0.06235,0.51875,2,3
2,0.07064,0.50727,1,2
2,0.07694,0.50955,0,3
2,0.07965,0.50846,0,6
2,0.09624,0.44402,1,2
2,0.09981,0.3903,0,1
2,0.10959,0.45655,0,2
2,0.06715,0.6196,0,3
2,0.06927,0.65578,2,4
2,0.08371,0.21703,1,0
2,0.07597,0.24889,0,6
2,0.14652,0.19925,1,0
2,0.05966,0.39542,1,2
2,0.05559,0.3901,0,1
2,0.05601,0.40351,2,2
2,0.06405,0.68754,2,4
2,0.08686,0.3881,0,1
2,0.05756,0.43854,2,2
2,0.91495,0.91888,2,5
2,0.08927,0.20228,2,0
3,0.1137,0.24613,2,6
3,0.11173,0.2509,1,6
3,0.06921,0.4887,2,2
3,0.10129,0.46497,2,2
3,0.05985,0.59109,1,3
3,0.06971,0.62912,0,4
3,0.06976,0.62239,0,3
3,0.08098,0.62708,0,4
3,0.07778,0.61522,1,3
3,0.08402,0.26367,1,6
3,0.05142,0.60321,2,3
3,0.07187,0.28414,0,6
3,0.07227,0.28583,0,1
3,0.09629,0.26984,2,6
3,0.11054,0.23003,2,0
3,0.12977,0.25224,0,6
3,0.12864,0.23322,1,0
3,0.11077,0.35739,0,1
3,0.09552,0.45985,0,2
3,0.06893,0.673,2,4
3,0.06771,0.59064,2,3
3,0.12649,0.28721,0,1
3,0.11782,0.28238,0,6
3,0.08546,0.36188,0,1
3,0.08355,0.49892,2,2
3,0.05172,0.62938,1,4
3,0.05543,0.61458,1,3
3,0.92848,0.88042,2,5
3,0.18012,0.24743,0,6
3,0.1302,0.22329,1,0
3,0.08826,0.25638,2,6
4,0.08513,0.23745,1,0
4,0.11399,0.26638,2,6
4,0.08578,0.38814,0,1
4,0.07249,0.38626,0,1
4,0.0604,0.43182,2,2
4,0.93395,0.9002,1,5
4,0.13489,0.27964,0,6
4,0.12341,0.28754,1,1
5,0.11235,0.24722,1,6
5,0.10091,0.23814,2,0
5,0.09445,0.25397,0,6
5,0.07978,0.34236,1,1
5,0.11532,0.40006,2,2
5,0.1221,0.37497,1,1
5,0.061,0.48528,1,2
5,0.05974,0.59315,1,3
5,0.12293,0.65263,2,4
5,0.20584,0.65381,2,4
5,0.05067,0.38544,0,1
5,0.05777,0.42643,1,2
5,0.06222,0.34272,0,1
5,0.07562,0.24995,0,6
5,0.06914,0.24095,0,0
5,0.06854,0.2564,1,6
5,0.05643,0.48096,2,2
5,0.11006,0.24845,1,6
5,0.12303,0.24081,1,0
5,0.13604,0.24649,1,6
5,0.15457,0.21258,1,0
5,0.1,0.25237,1,6
5,0.16136,0.20854,2,0
5,0.06024,0.50355,0,2
5,0.04562,0.6224,1,3
5,0.07362,0.68965,2,4
5,0.88397,0.90405,2,5
6,0.1742,0.25252,0,6
6,0.1425,0.24206,0,0
6,0.09446,0.23379,0,0
6,0.09345,0.27076,0,6
6,0.11278,0.28724,1,1
6,0.11374,0.28463,0,6
6,0.12041,0.29653,2,1
6,0.15842,0.22514,1,0
6,0.21089,0.24537,0,0
6,0.33858,0.16373,2,0
6,0.3553,0.06271,0,6
6,0.35542,0.18181,2,0
6,0.07812,0.50104,2,2
6,0.06603,0.59156,1,3
6,0.13123,0.25427,2,6
6,0.30906,0.22247,2,0
6,0.07841,0.47734,2,2
6,0.078,0.62743,0,4
6,0.07761,0.60512,2,3
6,0.07096,0.38916,0,1
6,0.1,0.41435,2,2
6,0.08142,0.66498,2,4
6,0.08323,0.56177,1,3
6,0.07945,0.49045,2,2
6,0.07402,0.62279,2,3
6,0.07724,0.62662,2,4
6,0.08686,0.61278,0,3
6,0.09497,0.65199,0,4
6,0.92863,0.94985,2,5
6,0.11685,0.29134,1,1
6,0.11449,0.28326,0,6
6,0.10984,0.2876,1,1
7,0.10531,0.28304,1,6
7,0.10698,0.26506,1,6
7,0.14403,0.23163,2,0
7,0.11765,0.28394,0,6
7,0.10098,0.32629,0,1
7,0.08149,0.41685,2,2
7,0.07942,0.38816,1,1
7,0.07315,0.39961,2,2
7,0.0798,0.64451,1,4
7,0.07506,0.57251,2,3
7,0.12407,0.41034,2,2
7,0.13023,0.38352,0,1
7,0.14661,0.2493,0,6
7,0.12725,0.23723,1,0
7,0.1322,0.64435,2,4
7,0.10437,0.40515,2,2
7,0.11984,0.38875,0,1
7,0.11553,0.39334,1,2
7,0.11466,0.39221,0,6
7,0.11315,0.39397,2,2
7,0.10822,0.39233,2,6
7,0.10752,0.39268,0,2
7,0.10601,0.39209,1,6
