Seq, fpogx, fpogy, fpogd, s
1,0.09056,0.21779,2,0
1,0.07853,0.26921,0,6
1,0.05123,0.32944,2,1
2,0.08214,0.42217,1,2
2,0.06478,0.54709,2,3
2,0.0817,0.71612,1,4
2,0.07428,0.63371,1,4
2,0.075,0.6264,0,4
2,0.07068,0.56246,0,3
2,0.0935,0.49252,2,2
2,0.23357,0.53421,0,3
2,0.88418,0.85101,2,5
2,0.15676,0.25263,0,6
2,0.11419,0.17499,2,0
3,0.07605,0.43713,1,2
3,0.08439,0.23624,1,0
3,0.07958,0.35123,2,1
3,0.05591,0.56689,2,3
3,0.05121,0.63341,0,4
3,0.05299,0.59628,0,3
3,0.079,0.34593,2,1
3,0.05536,0.63899,1,4
3,0.07925,0.58676,0,3
3,0.06931,0.41541,0,2
3,0.08398,0.30601,0,1
3,0.09291,0.2285,2,0
3,0.08271,0.37187,1,1
3,0.07228,0.45495,2,2
3,0.07842,0.38785,0,1
3,0.08408,0.49913,1,2
3,0.05831,0.56249,2,3
3,0.06211,0.29511,0,1
3,0.0933,0.2018,1,0
3,0.08704,0.29958,2,1
3,0.09502,0.17936,2,0
3,0.09724,0.3531,2,1
3,0.8846,0.79403,0,6
3,0.88631,0.81841,2,5
3,0.07495,0.32549,2,1
4,0.07692,0.25489,0,6
4,0.08466,0.18368,1,0
4,0.06945,0.451,2,2
4,0.09156,0.37385,1,1
4,0.06657,0.6214,0,3
4,0.06105,0.61939,2,3
4,0.07258,0.63885,1,4
4,0.07465,0.44212,1,2
4,0.86079,0.81744,0,5
4,0.14004,0.24068,0,0
4,0.13723,0.24994,0,6
4,0.11372,0.20239,2,0
5,0.06852,0.35323,1,1
5,0.05367,0.49995,0,2
5,0.04962,0.6202,1,3
5,0.18603,0.636,2,4
5,0.05143,0.51967,0,3
5,0.07947,0.39621,1,2
5,0.11116,0.37386,1,1
5,0.05889,0.59903,2,3
5,0.09409,0.37083,1,1
5,0.06236,0.47117,1,2
5,0.16129,0.16353,2,0
5,0.04441,0.48214,1,2
5,0.12029,0.64708,1,4
5,0.13792,0.62454,0,3
5,0.19631,0.65708,2,4
5,0.88385,0.84845,0,5
5,0.10351,0.68522,1,4
5,0.86328,0.80428,1,5
5,0.27703,0.19326,2,0
6,0.07366,0.44612,2,2
6,0.07218,0.3399,2,1
6,0.08249,0.49102,0,2
6,0.06443,0.61926,1,3
6,0.0632,0.66096,1,4
6,0.87723,0.82011,1,5
6,0.13538,0.25221,0,6
6,0.1564,0.16851,2,0
7,0.07637,0.38626,2,1
7,0.07805,0.4584,1,2
7,0.0844,0.58784,0,3
7,0.07781,0.64523,1,4
7,0.07521,0.57139,2,3
7,0.08117,0.63729,1,4
7,0.10373,0.46078,1,2
7,0.10204,0.3781,0,1
7,0.09847,0.4114,0,2
7,0.06981,0.36403,1,1
7,0.0863,0.66427,1,4
7,0.89301,0.85583,1,5
7,0.10431,0.24812,0,6
8,0.32852,0.12427,2,0
8,0.06263,0.36233,1,1
8,0.0533,0.45742,1,2
8,0.06032,0.60274,2,3
8,0.04764,0.65885,1,4
8,0.09686,0.56686,0,3
8,0.10649,0.50441,0,2
8,0.87664,0.84265,1,5
8,0.08302,0.34184,1,1
9,0.14037,0.15855,2,0
9,0.05141,0.44532,1,2
9,0.05079,0.62977,1,4
9,0.0492,0.57395,1,3
9,0.04935,0.5061,1,2
9,0.05139,0.52726,0,3
9,0.06374,0.67073,1,4
9,0.08607,0.39052,0,1
9,0.08324,0.36023,1,1
9,0.1939,0.15552,2,0
9,0.0729,0.37499,0,1
9,0.05535,0.49767,1,2
9,0.06182,0.69036,1,4
9,0.87745,0.84698,1,5
9,0.05117,0.44749,1,2
10,0.06362,0.38033,1,1
10,0.08768,0.46498,1,2
10,0.2356,0.19841,2,0
10,0.06703,0.38516,0,1
10,0.06642,0.39527,0,2
10,0.10619,0.3594,1,1
10,0.08411,0.50072,1,2
10,0.06718,0.57997,1,3
10,0.08227,0.67283,2,4
10,0.06922,0.54583,1,3
10,0.88704,0.80126,0,5
10,0.08474,0.6597,1,4
10,0.05763,0.31361,1,1
11,0.27876,0.12762,2,0
11,0.05942,0.41713,1,2
11,0.09637,0.25337,0,6
11,0.29464,0.21486,1,0
11,0.38637,0.28022,0,6
11,0.83445,0.7902,0,6
11,0.87742,0.83415,2,5
11,0.22602,0.16866,2,0
12,0.05317,0.47031,1,2
12,0.06455,0.53334,1,3
12,0.04714,0.64602,1,4
12,0.05011,0.28268,0,6
12,0.04706,0.35741,0,1
12,0.04222,0.50343,1,2
12,0.04776,0.52114,0,3
12,0.06247,0.6657,0,4
12,0.04837,0.48747,0,2
12,0.05204,0.54504,0,3
12,0.14714,0.17612,1,0
12,0.04753,0.68732,2,4
12,0.05667,0.53591,2,3
12,0.06382,0.38621,0,1
12,0.06157,0.39394,1,2
12,0.04969,0.38677,2,1
12,0.85471,0.829,2,5
12,0.08349,0.32483,1,1
13,0.19505,0.20242,2,0
13,0.05067,0.49811,2,2
13,0.05747,0.6124,1,3
13,0.05215,0.64141,0,4
13,0.05039,0.60653,0,3
13,0.04792,0.49567,1,2
13,0.88215,0.84134,2,5
13,0.07939,0.19404,2,0
14,0.11893,0.24794,1,6
14,0.10212,0.23121,2,0
14,0.07726,0.44632,1,2
14,0.07483,0.25448,0,6
14,0.09435,0.20718,1,0
14,0.07462,0.36762,1,1
14,0.06338,0.59747,2,3
14,0.10645,0.6698,2,4
14,0.07489,0.40364,0,2
14,0.07658,0.37269,2,1
14,0.05964,0.42927,2,2
14,0.08885,0.36399,1,1
