Seq, fpogx, fpogy, fpogd, s
1,0.39218,0.09733,1,0
1,0.37358,0.69943,0,4
1,0.24183,0.88017,2,6
1,0.19628,0.40193,0,2
1,0.11422,0.31983,0,1
2,0.10039,0.2587,0,6
2,0.10501,0.2286,1,0
2,0.07151,0.359,0,1
2,0.07891,0.37745,0,1
2,0.09764,0.48815,1,2
2,0.12551,0.5131,0,3
2,0.09939,0.49527,1,2
2,0.0927,0.59466,1,3
2,0.07847,0.64862,1,4
2,0.07215,0.51066,0,3
2,0.06077,0.45632,1,2
2,0.83005,0.79799,0,5
2,0.8285,0.791,0,6
2,0.88606,0.85163,2,5
2,0.08828,0.42753,0,2
3,0.08107,0.30533,0,1
3,0.07977,0.25823,0,6
3,0.12727,0.22781,2,0
3,0.09213,0.36608,1,1
3,0.07178,0.49413,1,2
3,0.08279,0.56506,2,3
3,0.08826,0.2146,1,0
3,0.0871,0.67456,1,4
3,0.07952,0.57542,0,3
3,0.11855,0.22126,1,0
3,0.07578,0.5671,1,3
3,0.0938,0.34679,2,1
3,0.09029,0.46365,2,2
3,0.07473,0.60973,1,3
3,0.07521,0.67713,1,4
3,0.16896,0.38453,2,1
3,0.87672,0.87258,2,5
3,0.09748,0.2038,1,0
4,0.08926,0.39112,0,1
4,0.1014,0.37826,2,1
4,0.09382,0.4839,2,2
4,0.09172,0.59146,2,3
4,0.14271,0.64301,2,4
4,0.13233,0.59916,0,3
4,0.08843,0.34267,1,1
4,0.8734,0.79317,0,6
4,0.8518,0.83142,1,5
4,0.77642,0.71966,0,6
4,0.17853,0.20388,2,0
5,0.14105,0.35014,2,1
5,0.0739,0.48177,1,2
5,0.08271,0.60726,0,3
5,0.19259,0.63299,2,4
5,0.07997,0.47715,2,2
5,0.80831,0.76722,0,6
5,0.86769,0.866,1,5
5,0.18803,0.29728,2,1
6,0.86689,0.85485,2,5
6,0.14553,0.25195,0,6
6,0.11202,0.16641,0,0
6,0.07311,0.43227,2,2
6,0.30956,0.19442,2,0
6,0.08951,0.35752,1,1
6,0.36186,0.15077,2,0
6,0.08987,0.4015,1,2
6,0.10712,0.36766,1,1
6,0.09352,0.46525,1,2
6,0.10574,0.59177,1,3
6,0.87191,0.84057,2,5
7,0.77953,0.72907,0,6
7,0.14099,0.20422,1,0
7,0.09662,0.37033,2,1
7,0.10834,0.46036,2,2
7,0.09553,0.5932,2,3
7,0.08758,0.67583,2,4
7,0.1006,0.42953,1,2
7,0.10028,0.36398,1,1
7,0.86674,0.85313,2,5
8,0.31426,0.13742,2,0
8,0.06731,0.39606,0,2
8,0.07916,0.37118,2,1
8,0.06342,0.42998,1,2
8,0.07678,0.55281,1,3
8,0.12991,0.22039,1,0
8,0.11663,0.29822,0,1
8,0.07802,0.55232,1,3
8,0.08921,0.38854,1,1
8,0.08503,0.46662,0,2
8,0.08271,0.61061,1,3
8,0.07813,0.68716,0,4
8,0.87775,0.85613,2,5
8,0.27446,0.11419,2,0
9,0.07807,0.39031,0,1
9,0.08391,0.39368,0,2
9,0.06935,0.37141,1,1
9,0.07813,0.45599,2,2
9,0.06391,0.60557,1,3
9,0.07429,0.65238,2,4
9,0.07526,0.45264,0,2
9,0.11887,0.67421,0,4
9,0.86692,0.86191,1,5
9,0.10807,0.20548,2,0
10,0.14411,0.24924,0,6
10,0.21749,0.17536,1,0
10,0.14708,0.35874,2,1
10,0.13417,0.43642,1,2
10,0.09005,0.55417,2,3
10,0.11058,0.65475,2,4
10,0.09453,0.5581,0,3
10,0.09793,0.38437,0,1
10,0.09895,0.43991,2,2
10,0.10224,0.67393,2,4
10,0.10558,0.45166,2,2
10,0.81788,0.77453,1,6
10,0.84958,0.84795,0,5
10,0.2543,0.22316,2,0
11,0.15489,0.34759,2,1
11,0.06871,0.46261,1,2
11,0.07528,0.61658,0,3
11,0.11892,0.65596,1,4
11,0.0761,0.56842,2,3
11,0.10309,0.63619,0,4
11,0.08428,0.51514,0,3
11,0.08244,0.49706,0,2
11,0.08614,0.52713,0,3
11,0.16685,0.67019,2,4
11,0.84925,0.79168,1,6
11,0.87947,0.84854,2,5
12,0.24534,0.19861,2,0
12,0.08435,0.39415,1,2
12,0.08365,0.39221,0,6
12,0.08207,0.38833,1,1
12,0.08786,0.47559,2,2
12,0.08133,0.59962,1,3
12,0.08704,0.65114,0,4
12,0.07958,0.35939,1,1
12,0.08667,0.67105,1,4
12,0.0955,0.53107,0,3
12,0.12447,0.40878,0,2
12,0.12396,0.19758,2,0
12,0.07968,0.51038,0,3
12,0.08518,0.46784,0,2
12,0.09716,0.36342,1,1
12,0.89298,0.87409,1,5
13,0.23837,0.22778,1,0
13,0.44633,0.49486,0,6
13,0.88369,0.88835,0,5
13,0.07089,0.04292,0,6
13,0.16241,0.23778,2,0
13,0.08691,0.35015,1,1
13,0.09318,0.47689,1,2
13,0.08009,0.56172,1,3
13,0.08131,0.39635,0,2
13,0.08272,0.38925,1,1
13,0.09275,0.48093,2,2
13,0.0949,0.3808,1,1
13,0.07898,0.63464,1,4
13,0.07615,0.53195,0,3
13,0.07405,0.47437,0,2
13,0.86762,0.83982,1,5
13,0.13397,0.23617,2,0
14,0.12585,0.36169,2,1
14,0.10565,0.50239,1,2
14,0.09999,0.6013,1,3
14,0.11416,0.64631,2,4
14,0.11681,0.38223,1,1
14,0.08138,0.44368,0,2
14,0.87757,0.85618,2,5
14,0.23234,0.15637,2,0
15,0.09878,0.37563,2,1
15,0.0907,0.48469,1,2
15,0.07723,0.55193,1,3
15,0.15348,0.23037,1,0
15,0.07503,0.63078,0,4
15,0.07469,0.61919,0,3
15,0.0769,0.62693,0,4
15,0.07678,0.62368,0,3
15,0.09287,0.66914,2,4
15,0.07927,0.52962,1,3
15,0.08746,0.44873,1,2
15,0.33661,0.09296,2,0
15,0.86404,0.85998,2,5
15,0.19418,0.18142,2,0
16,0.09138,0.39574,0,2
16,0.12788,0.34726,2,1
16,0.09152,0.4078,0,2
16,0.17875,0.17903,0,0
16,0.10138,0.61399,2,3
16,0.12368,0.66999,0,4
16,0.89062,0.85374,1,5
16,0.09385,0.19456,2,0
17,0.11771,0.34762,2,1
17,0.10064,0.49267,1,2
17,0.11971,0.6024,1,3
17,0.10067,0.6778,1,4
17,0.89002,0.83957,1,5
18,0.06853,0.11815,0,0
18,0.03869,0.05818,0,6
18,0.09092,0.22716,1,0
18,0.08776,0.34698,0,1
18,0.14167,0.22743,2,0
18,0.12249,0.2727,0,6
18,0.08874,0.36589,2,1
18,0.12326,0.43842,2,2
18,0.11177,0.25157,0,6
18,0.10479,0.23684,1,0
18,0.09132,0.57859,1,3
18,0.09347,0.19124,2,0
18,0.11846,0.60563,2,3
18,0.09341,0.66437,2,4
18,0.08562,0.38858,0,1
18,0.09206,0.3954,0,2
18,0.09881,0.31632,1,1
18,0.11677,0.20856,1,0
18,0.10739,0.27533,0,6
18,0.11239,0.29287,0,1
18,0.08704,0.65417,2,4
18,0.0904,0.5502,0,3
18,0.09354,0.47391,0,2
18,0.11491,0.21494,0,0
18,0.10551,0.52427,2,3
18,0.11586,0.47097,1,2
18,0.11679,0.67969,2,4
18,0.08308,0.38914,0,1
18,0.10996,0.39768,1,2
18,0.88897,0.86014,0,5
18,0.23327,0.21599,2,0
19,0.18133,0.27331,0,6
19,0.20919,0.32498,2,1
19,0.2697,0.15933,2,0
19,0.08578,0.39905,0,2
19,0.08317,0.38572,1,1
19,0.08326,0.45268,0,2
19,0.09879,0.37911,0,1
19,0.20015,0.4475,2,2
19,0.08353,0.56998,1,3
19,0.17702,0.31705,1,1
19,0.14126,0.61508,2,3
19,0.09679,0.67169,1,4
19,0.86913,0.86074,1,5
20,0.12957,0.22736,2,0
20,0.25499,0.18477,2,0
20,0.08019,0.39648,0,2
20,0.07534,0.37412,0,1
20,0.1001,0.51226,0,3
20,0.07504,0.49689,1,2
20,0.07272,0.59354,0,3
20,0.08285,0.68511,2,4
20,0.79181,0.78917,0,6
20,0.87105,0.82689,0,5
20,0.10806,0.20147,1,0
21,0.24734,0.29329,2,1
21,0.289,0.28667,0,1
21,0.28204,0.28403,1,6
21,0.28693,0.28875,1,1
21,0.17147,0.39862,2,2
21,0.20331,0.35631,1,1
21,0.25928,0.40128,1,2
21,0.26621,0.29146,0,1
21,0.2456,0.28226,0,6
21,0.18046,0.35829,1,1
21,0.12394,0.47045,0,2
21,0.12271,0.61143,2,3
21,0.08932,0.65084,1,4
21,0.86857,0.84406,0,5
21,0.1138,0.39349,0,2
21,0.09144,0.29868,2,1
22,0.16268,0.22268,2,0
22,0.13243,0.27497,0,6
22,0.12205,0.36008,2,1
22,0.13025,0.40358,2,2
22,0.12335,0.33022,0,1
22,0.12721,0.40192,0,2
22,0.11696,0.34742,2,1
22,0.102,0.4464,2,2
22,0.09382,0.57197,2,3
22,0.09939,0.65046,1,4
22,0.11805,0.62245,0,3
22,0.15594,0.64608,2,4
22,0.85909,0.84959,2,5
22,0.12054,0.20004,2,0
23,0.0977,0.34617,2,1
23,0.09849,0.27757,0,6
23,0.21808,0.30536,2,1
23,0.17062,0.46596,2,2
23,0.09351,0.53137,1,3
23,0.14154,0.50562,0,2
23,0.19403,0.53733,1,3
23,0.07756,0.64599,1,4
23,0.08659,0.63836,1,4
23,0.89147,0.84187,2,5
24,0.21235,0.17745,2,0
24,0.09363,0.39809,0,2
24,0.11565,0.37392,2,1
24,0.11014,0.46649,2,2
24,0.07678,0.51262,2,3
24,0.08519,0.50781,1,2
24,0.08821,0.50881,0,6
24,0.08962,0.51581,0,3
24,0.08686,0.64495,2,4
24,0.08619,0.4009,0,2
24,0.13048,0.33423,1,1
24,0.14758,0.25228,0,6
24,0.15343,0.18562,0,0
24,0.87366,0.85211,1,5
25,0.11273,0.07292,0,0
25,0.26755,0.14039,2,0
25,0.09038,0.36096,2,1
25,0.08271,0.46293,1,2
25,0.08927,0.57175,2,3
25,0.09349,0.67231,1,4
25,0.25295,0.14642,2,0
25,0.11119,0.36317,0,1
25,0.87087,0.81818,1,5
25,0.17876,0.23373,1,0
26,0.15947,0.25956,0,6
26,0.1095,0.30997,0,1
26,0.13858,0.25678,0,6
26,0.24017,0.18734,2,0
26,0.14136,0.28765,2,1
26,0.14102,0.28298,1,6
26,0.09674,0.35338,2,1
26,0.09622,0.3937,1,2
26,0.10293,0.3764,2,1
26,0.13858,0.39798,0,2
26,0.13545,0.38429,1,1
26,0.29263,0.42067,2,2
