Seq, fpogx, fpogy, fpogd, s
1,0.47229,0.15973,2,0
1,0.51408,0.72656,2,6
2,0.87189,0.82351,0,5
2,0.50426,0.27666,0,6
2,0.15414,0.11856,1,0
2,0.15673,0.02612,0,6
2,0.06904,0.38149,2,1
2,0.08689,0.46301,2,2
2,0.07308,0.56046,1,3
2,0.13273,0.48434,0,2
2,0.85747,0.79112,0,6
2,0.87583,0.85248,2,5
3,0.09562,0.17924,2,0
3,0.0639,0.37605,1,1
3,0.05183,0.41234,1,2
3,0.05346,0.57711,1,3
3,0.05452,0.68552,1,4
3,0.06449,0.57417,2,3
3,0.0825,0.30044,1,1
3,0.1044,0.21607,2,0
3,0.09218,0.28018,0,6
3,0.07475,0.34222,1,1
3,0.05652,0.62447,0,3
3,0.05855,0.65336,1,4
3,0.07442,0.32492,2,1
3,0.88283,0.84118,2,5
3,0.09395,0.20211,2,0
4,0.0838,0.27383,0,6
4,0.0801,0.35337,1,1
4,0.06485,0.4461,1,2
4,0.04555,0.54882,1,3
4,0.06501,0.69885,2,4
4,0.06903,0.33599,2,1
4,0.08279,0.21841,1,0
4,0.0732,0.27659,0,6
4,0.07012,0.33347,0,1
4,0.07813,0.47261,2,2
4,0.05954,0.57843,2,3
4,0.89968,0.84667,2,5
5,0.11811,0.3044,0,1
5,0.08398,0.26748,0,6
5,0.16528,0.14448,1,0
5,0.05628,0.28256,0,6
5,0.05543,0.38328,2,1
5,0.03818,0.38803,0,1
5,0.03482,0.43814,0,2
5,0.04162,0.60154,1,3
5,0.10725,0.67956,2,4
5,0.03214,0.5719,2,3
5,0.89622,0.83317,2,5
6,0.21175,0.2591,0,6
6,0.30694,0.1195,2,0
6,0.28975,0.0661,0,6
6,0.17537,0.20236,1,0
6,0.05529,0.38399,2,1
6,0.07584,0.44336,2,2
6,0.88705,0.85706,2,5
7,0.11443,0.22802,1,0
7,0.10135,0.26616,0,6
7,0.06005,0.38981,2,1
7,0.04893,0.42657,1,2
7,0.05091,0.38309,1,1
7,0.07791,0.4752,1,2
7,0.05745,0.56001,2,3
7,0.0747,0.66325,2,4
7,0.0738,0.5273,0,3
7,0.08126,0.42653,1,2
7,0.9131,0.8583,2,5
8,0.30223,0.10055,2,0
8,0.06553,0.40192,0,2
8,0.05688,0.39026,0,1
8,0.04945,0.48996,2,2
8,0.04616,0.52563,0,3
8,0.04564,0.48884,0,2
8,0.0488,0.37964,1,1
8,0.05784,0.62789,0,4
8,0.05532,0.61911,1,3
8,0.037,0.67813,1,4
8,0.05269,0.44788,1,2
8,0.10655,0.36065,0,1
8,0.86491,0.8431,1,5
8,0.41243,0.42022,0,6
9,0.10641,0.21474,1,0
9,0.05267,0.41611,1,2
9,0.22855,0.11449,2,0
9,0.05333,0.4842,0,2
9,0.05717,0.62016,0,3
9,0.06315,0.63903,0,4
9,0.05986,0.5266,0,3
9,0.06101,0.46108,0,2
9,0.06771,0.37943,1,1
9,0.0395,0.49171,0,2
9,0.04325,0.53631,0,3
9,0.04794,0.68119,2,4
9,0.07831,0.32633,1,1
9,0.32198,0.17627,1,0
9,0.88062,0.85787,2,5
10,0.16087,0.26636,0,6
10,0.194,0.17812,2,0
10,0.08545,0.43255,2,2
10,0.08713,0.34283,2,1
10,0.05746,0.47334,1,2
10,0.05235,0.55524,1,3
10,0.03552,0.63385,0,4
10,0.0583,0.61611,1,3
10,0.08319,0.65122,1,4
10,0.08445,0.37734,2,1
10,0.07193,0.58824,1,3
10,0.89393,0.84588,2,5
11,0.15134,0.11005,1,0
11,0.20102,0.0689,0,6
11,0.26613,0.09923,2,0
11,0.05143,0.40625,1,2
11,0.06694,0.32522,1,1
11,0.0732,0.27938,0,6
11,0.08562,0.31857,2,1
11,0.11254,0.31002,1,1
11,0.03701,0.50459,0,2
11,0.02763,0.60028,1,3
11,0.06254,0.67674,2,4
11,0.03382,0.55705,1,3
11,0.06118,0.44337,1,2
11,0.08686,0.29468,1,1
11,0.14341,0.11114,1,0
11,0.2106,0.06203,0,6
11,0.14949,0.17868,0,0
11,0.11108,0.46902,0,2
11,0.26711,0.54407,0,3
11,0.86593,0.84376,2,5
11,0.23462,0.13536,2,0
12,0.04793,0.46108,1,2
12,0.05143,0.38822,1,1
12,0.05451,0.3986,0,2
12,0.06247,0.35003,1,1
12,0.04851,0.47389,0,2
12,0.04189,0.59888,1,3
12,0.05342,0.6985,1,4
12,0.07336,0.32839,1,1
12,0.1305,0.20859,2,0
12,0.1163,0.27842,0,6
12,0.10464,0.32523,0,1
12,0.04981,0.6171,0,3
12,0.04485,0.64436,1,4
12,0.04299,0.5961,2,3
12,0.15398,0.71919,0,4
12,0.89657,0.8704,2,5
13,0.21721,0.11653,2,0
13,0.05415,0.45173,1,2
13,0.05606,0.34767,2,1
13,0.06775,0.49341,0,2
13,0.06496,0.53689,0,3
13,0.05637,0.63079,0,4
13,0.0486,0.60072,1,3
13,0.06585,0.36605,2,1
