Seq, fpogx, fpogy, fpogd, s
1,0.48284,0.17853,1,0
1,0.47786,0.30142,2,6
2,0.19416,0.30151,0,1
2,0.18377,0.26308,0,6
2,0.09265,0.2068,1,0
2,0.0598,0.33772,2,1
2,0.09091,0.20004,2,0
2,0.16425,0.21392,2,0
2,0.06163,0.35818,1,1
2,0.08443,0.46534,2,2
2,0.07057,0.57129,1,3
2,0.07706,0.67756,1,4
2,0.04878,0.45657,2,2
2,0.76618,0.82395,0,6
2,0.864,0.9258,2,5
2,0.08915,0.18637,2,0
3,0.10153,0.248,0,6
3,0.10644,0.24272,1,0
3,0.10638,0.24086,1,0
3,0.08253,0.35906,2,1
3,0.0843,0.49095,2,2
3,0.07782,0.59424,2,3
3,0.06885,0.6554,2,4
3,0.09299,0.25088,0,6
3,0.09791,0.20872,2,0
3,0.0818,0.3677,2,1
3,0.08077,0.49413,1,2
3,0.07268,0.57153,1,3
3,0.1078,0.21361,2,0
3,0.07952,0.5939,2,3
3,0.0757,0.66207,1,4
3,0.13639,0.6119,0,3
3,0.26262,0.66704,0,4
3,0.88936,0.91761,2,5
4,0.07133,0.28317,0,6
4,0.06834,0.32776,1,1
4,0.09065,0.22065,2,0
4,0.08253,0.37108,2,1
4,0.08943,0.46646,2,2
4,0.10605,0.29108,0,1
4,0.10495,0.27163,1,6
4,0.07898,0.63153,1,4
4,0.07897,0.56371,2,3
4,0.12227,0.66395,2,4
4,0.07127,0.55123,1,3
4,0.0806,0.39586,1,2
4,0.08127,0.39168,0,6
4,0.07153,0.38712,2,1
4,0.07639,0.39421,0,2
4,0.08263,0.34952,0,1
4,0.05246,0.18799,0,0
4,0.06671,0.22957,0,0
4,0.07326,0.27672,0,6
4,0.0795,0.29985,0,1
4,0.7644,0.8444,0,6
4,0.87792,0.90324,2,5
5,0.0884,0.39474,1,2
5,0.11113,0.22851,2,0
5,0.12145,0.24909,1,6
5,0.1784,0.19723,2,0
5,0.05613,0.38682,1,1
5,0.05668,0.48625,1,2
5,0.06582,0.58481,2,3
5,0.08721,0.63135,0,4
5,0.07952,0.6493,1,4
5,0.05299,0.56456,1,3
5,0.11532,0.36972,2,1
5,0.2081,0.64824,2,4
5,0.88006,0.90997,2,5
6,0.1375,0.2105,1,0
6,0.0294,0.05935,0,6
6,0.3383,0.1946,2,0
6,0.08464,0.38392,2,1
6,0.08411,0.40978,2,2
6,0.08969,0.3905,0,1
6,0.09442,0.3941,0,2
6,0.0947,0.38817,1,1
6,0.07217,0.45939,1,2
6,0.08976,0.58397,1,3
6,0.09155,0.67309,2,4
6,0.87501,0.91882,2,5
7,0.11361,0.29278,0,1
7,0.19742,0.16446,1,6
7,0.15981,0.21699,2,0
7,0.08494,0.37382,2,1
7,0.07802,0.47661,2,2
7,0.08435,0.60074,2,3
7,0.08331,0.67525,1,4
7,0.09188,0.53674,1,3
7,0.0569,0.16684,0,0
7,0.18573,0.11352,1,6
7,0.07326,0.38685,1,1
7,0.1159,0.45141,2,2
7,0.08725,0.2039,1,0
7,0.06734,0.05902,0,6
7,0.08432,0.42117,1,2
7,0.09685,0.37954,2,1
7,0.09673,0.57211,2,3
7,0.1194,0.64972,2,4
7,0.85532,0.8851,1,5
7,0.13928,0.51587,0,3
7,0.12208,0.4117,1,2
7,0.1329,0.22456,1,0
7,0.06904,0.39665,0,2
7,0.07523,0.33585,0,1
7,0.10886,0.26922,0,6
7,0.08182,0.24322,0,0
7,0.0915,0.24679,0,6
8,0.13583,0.16736,2,0
