Seq, time, fpogx, fpogy, fpogd, s
1,0.0,0.56672,0.0,6
1,0.01672,0.56265,0.01672,6
1,0.03467,0.55975,0.03467,6
1,0.04944,0.55594,0.04944,6
1,0.06604,0.55299,0.06604,6
1,0.0824,0.55144,0.0824,6
1,0.099,0.55249,0.099,6
1,0.11536,0.55403,0.11536,6
1,0.13184,0.55306,0.13184,6
1,0.15051,0.55111,0.15051,6
1,0.16443,0.54886,0.16443,6
1,0.18066,0.5468,0.18066,6
1,0.19714,0.54489,0.19714,6
1,0.21387,0.54273,0.21387,6
1,0.23022,0.5416,0.23022,6
1,0.25012,0.54107,0.25012,6
1,0.26318,0.54098,0.26318,6
1,0.27917,0.5404,0.27917,6
1,0.29602,0.54065,0.29602,6
1,0.3125,0.54107,0.3125,6
1,0.32861,0.54041,0.32861,6
1,0.34521,0.53959,0.34521,6
1,0.36182,0.53854,0.36182,6
1,0.37781,0.53684,0.37781,6
1,0.39453,0.53693,0.39453,6
1,0.41089,0.53713,0.41089,6
1,0.42712,0.53678,0.42712,6
1,0.44373,0.53621,0.44373,6
1,0.46008,0.53567,0.46008,6
1,0.47791,0.53585,0.4779,6
1,0.49329,0.53546,0.49329,6
1,0.51013,0.53487,0.51013,6
1,0.52612,0.53437,0.52612,6
1,0.54248,0.53349,0.54248,6
1,0.55884,0.53278,0.55884,6
1,0.57629,0.53285,0.57629,6
1,0.59192,0.53284,0.59192,6
1,0.60803,0.53292,0.60803,6
1,0.62451,0.53251,0.62451,6
1,0.64087,0.53293,0.64087,6
1,0.65723,0.5335,0.65723,6
1,0.67358,0.53371,0.67358,6
1,0.69238,0.53461,0.69238,6
1,0.70679,0.53548,0.70679,6
1,0.72302,0.53541,0.72302,6
1,0.73975,0.53502,0.73975,6
1,0.75647,0.53446,0.75647,6
1,0.77222,0.53333,0.77222,6
1,0.78918,0.53273,0.78918,6
1,0.80627,0.53227,0.80627,6
1,0.82178,0.53137,0.82178,6
1,0.83838,0.53076,0.83838,6
1,0.85461,0.53031,0.85461,6
1,0.87097,0.53017,0.87097,6
1,0.88733,0.52969,0.88733,6
1,0.90381,0.52904,0.90381,6
1,0.92017,0.52852,0.92017,6
1,0.93677,0.52841,0.93677,6
1,0.95313,0.5283,0.95312,6
1,0.96948,0.5285,0.96948,6
1,0.98584,0.5283,0.98584,6
1,1.00256,0.5282,1.00256,6
1,1.01892,0.52833,1.01892,6
1,1.0354,0.52758,1.0354,6
1,1.05176,0.52675,1.05176,6
1,1.06812,0.5263,1.06811,6
1,1.08459,0.52557,1.08459,6
1,1.10107,0.52493,1.10107,6
1,1.11938,0.52502,1.11938,6
1,1.13464,0.52551,1.13464,6
1,1.15027,0.52584,1.15027,6
1,1.16663,0.526,1.16663,6
1,1.18298,0.52481,1.18298,6
1,1.19934,0.52336,1.19934,6
1,1.21582,0.52228,1.21582,6
1,1.23328,0.52208,1.23328,6
1,1.24915,0.5224,1.24915,6
1,1.26526,0.52214,1.26526,6
1,1.28174,0.52259,1.28174,6
1,1.29797,0.52337,1.29797,6
1,1.31458,0.52437,1.31457,6
1,1.33105,0.52556,1.33105,6
1,1.34741,0.52666,1.34741,6
1,1.36365,0.5273,1.36365,6
1,1.38086,0.52787,1.38086,6
1,1.39648,0.52819,1.39648,6
1,1.41333,0.52838,1.41333,6
1,1.42957,0.52781,1.42957,6
1,1.44763,0.52691,1.44763,6
1,1.46289,0.52653,1.46289,6
1,1.47925,0.52524,1.47925,6
1,1.49561,0.52412,1.49561,6
1,1.51208,0.52383,1.51208,6
1,1.5282,0.52421,1.5282,6
1,1.54456,0.52485,1.54456,6
1,1.56104,0.52486,1.56103,6
1,1.57825,0.52515,1.57825,6
1,1.59375,0.52536,1.59375,6
1,1.61011,0.526,1.61011,6
1,1.6272,0.52661,1.6272,6
1,1.64319,0.52703,1.64319,6
1,1.65955,0.52669,1.65955,6
1,1.67664,0.52578,1.67664,6
1,1.69226,0.52484,1.69226,6
1,1.70862,0.52439,1.70862,6
1,1.72534,0.52488,1.72534,6
1,1.74207,0.52573,1.74207,6
1,1.75781,0.52563,1.75781,6
1,1.7749,0.5268,1.7749,6
1,1.79272,0.52804,1.79272,6
1,1.80713,0.52789,1.80713,6
1,1.82385,0.52879,1.82385,6
1,1.84021,0.52979,1.84021,6
1,1.85657,0.53084,1.85657,6
1,1.87439,0.53167,1.87439,6
1,1.89075,0.53233,1.89075,6
1,1.90601,0.53252,1.90601,6
1,1.92273,0.53295,1.92273,6
1,1.93884,0.5337,1.93884,6
1,1.95532,0.53425,1.95532,6
1,1.9718,0.5361,1.9718,6
1,1.98792,0.53812,1.98791,6
1,2.00427,0.53968,2.00427,6
1,2.02356,0.54068,2.02356,6
1,2.03894,0.54101,2.03894,6
1,2.05554,0.54149,2.05554,6
1,2.07043,0.54074,2.07043,6
1,2.08691,0.53966,2.08691,6
1,2.10339,0.53898,2.10339,6
1,2.11951,0.53829,2.11951,6
1,2.13611,0.53776,2.13611,6
1,2.15247,0.53669,2.15247,6
1,2.1687,0.53588,2.1687,6
1,2.18542,0.53523,2.18542,6
1,2.20142,0.53526,2.20142,6
1,2.21802,0.53605,2.21802,6
1,2.23462,0.53694,2.23462,6
1,2.39893,0.19822,0.04919,0
1,2.41541,0.18947,0.06567,0
1,2.43347,0.18456,0.08374,0
1,2.44788,0.18615,0.09814,0
1,2.46448,0.18599,0.11475,0
1,2.48108,0.18744,0.13135,0
1,2.49744,0.18837,0.14771,0
1,2.51367,0.19075,0.16394,0
1,2.5304,0.19331,0.18066,0
1,2.54651,0.19699,0.19678,0
1,2.56335,0.19997,0.21362,0
1,2.57947,0.20374,0.22974,0
1,2.59595,0.20725,0.24622,0
1,2.61218,0.21129,0.26245,0
1,2.62878,0.21444,0.27905,0
1,2.64539,0.21605,0.29565,0
1,2.66162,0.21455,0.31189,0
1,2.67798,0.21212,0.32825,0
1,2.69446,0.21143,0.34473,0
1,2.71082,0.21124,0.36108,0
1,2.72803,0.21188,0.3783,0
1,2.74365,0.21352,0.39392,0
1,2.7605,0.21459,0.41077,0
1,2.77747,0.21539,0.42773,0
1,2.79309,0.21638,0.44336,0
1,2.80957,0.21722,0.45984,0
1,2.82605,0.21737,0.47632,0
1,2.84229,0.21677,0.49255,0
1,2.85901,0.21571,0.50928,0
1,2.87549,0.21488,0.52576,0
1,2.89136,0.21421,0.54163,0
1,2.90808,0.21445,0.55835,0
1,2.92432,0.21508,0.57458,0
1,2.9408,0.21557,0.59106,0
1,2.95728,0.21621,0.60754,0
1,2.97375,0.21677,0.62402,0
1,2.99072,0.21698,0.64099,0
1,3.00671,0.21786,0.65698,0
2,3.02307,0.21889,0.67334,0
2,3.03931,0.21929,0.68958,0
2,3.05603,0.22,0.7063,0
2,3.07239,0.22051,0.72266,0
2,3.09033,0.22116,0.7406,0
2,3.1051,0.22114,0.75537,0
2,3.12158,0.22095,0.77185,0
2,3.13818,0.22067,0.78845,0
2,3.15479,0.22092,0.80505,0
2,3.17114,0.22128,0.82141,0
2,3.18726,0.22202,0.83752,0
2,3.2041,0.22365,0.85437,0
2,3.22009,0.22527,0.87036,0
2,3.23682,0.22652,0.88708,0
2,3.25317,0.22757,0.90344,0
2,3.26965,0.22835,0.91992,0
2,3.28577,0.22907,0.93604,0
2,3.30261,0.22939,0.95288,0
2,3.3186,0.22956,0.96887,0
2,3.33545,0.2295,0.98572,0
2,3.35156,0.23005,1.00183,0
2,3.36816,0.23023,1.01843,0
2,3.38477,0.23045,1.03503,0
2,3.401,0.22947,1.05127,0
2,3.41895,0.22836,1.06921,0
2,3.43359,0.22772,1.08386,0
2,3.4502,0.22881,1.10046,0
2,3.46692,0.23045,1.11719,0
2,3.48315,0.2303,1.13342,0
2,3.49976,0.23071,1.15002,0
2,3.51611,0.23081,1.16638,0
2,3.53235,0.23053,1.18262,0
2,3.54895,0.23094,1.19922,0
2,3.56543,0.23126,1.2157,0
2,3.58167,0.23056,1.23193,0
2,3.59827,0.23034,1.24854,0
2,3.61462,0.23062,1.26489,0
2,3.63098,0.2309,1.28125,0
2,3.64734,0.23227,1.29761,0
2,3.66443,0.23344,1.3147,0
2,3.68018,0.23445,1.33044,0
2,3.6969,0.23535,1.34717,0
2,3.71301,0.23595,1.36328,0
2,3.72937,0.23534,1.37964,0
2,3.74609,0.23612,1.39636,0
2,3.76221,0.23695,1.41248,0
2,3.77869,0.23689,1.42896,0
2,3.79517,0.23643,1.44543,0
2,3.81177,0.23562,1.46204,0
2,3.828,0.23511,1.47827,0
2,3.84473,0.23458,1.495,0
2,3.86145,0.23432,1.51172,0
2,3.87708,0.23423,1.52734,0
2,3.89368,0.23484,1.54395,0
2,3.91028,0.23581,1.56055,0
2,3.92676,0.23722,1.57703,0
2,3.94312,0.2384,1.59338,0
2,3.95959,0.23959,1.60986,0
2,3.97705,0.24145,1.62732,0
2,3.99219,0.24265,1.64246,0
2,4.00879,0.24364,1.65906,0
2,4.02502,0.24351,1.67529,0
2,4.04163,0.24348,1.69189,0
2,4.05786,0.24322,1.70813,0
2,4.07458,0.2428,1.72485,0
2,4.09094,0.24212,1.74121,0
2,4.1073,0.24143,1.75757,0
2,4.12378,0.2416,1.77405,0
2,4.14014,0.24115,1.79041,0
2,4.15674,0.24071,1.80701,0
2,4.17297,0.23955,1.82324,0
2,4.1897,0.23903,1.83997,0
2,4.20654,0.239,1.85681,0
2,4.22241,0.24005,1.87268,0
2,4.23889,0.24057,1.88916,0
2,4.25549,0.24101,1.90576,0
2,4.27319,0.24263,1.92346,0
2,4.28833,0.24337,1.9386,0
2,4.30457,0.24401,1.95483,0
2,4.32117,0.24479,1.97144,0
2,4.33752,0.24532,1.98779,0
2,4.354,0.24623,2.00427,6
2,4.37,0.24762,2.02026,6
2,4.38672,0.24768,2.03699,6
2,4.40295,0.24743,2.05322,6
2,4.41931,0.24781,2.06958,6
2,4.43591,0.24736,2.08618,6
2,4.45251,0.24682,2.10278,6
2,4.46875,0.24698,2.11902,6
2,4.48547,0.24608,2.13574,6
2,4.50159,0.24556,2.15186,6
2,4.51941,0.24757,2.16968,6
2,4.53442,0.2466,2.18469,6
2,4.55115,0.24583,2.20142,6
2,4.56738,0.24644,2.21765,6
2,4.58411,0.24658,2.23438,6
2,4.6001,0.24655,2.25037,6
2,4.61658,0.2466,2.26685,6
2,4.63318,0.2467,2.28345,6
2,4.64954,0.24651,2.2998,6
2,4.66577,0.2464,2.31604,6
2,4.68262,0.24616,2.33289,6
2,4.69873,0.24572,2.349,6
2,4.71533,0.24461,2.3656,0
2,4.73169,0.24293,2.38196,0
2,4.74817,0.24125,2.39844,0
2,4.76465,0.23898,2.41492,0
2,4.78101,0.23664,2.43127,0
2,4.89575,0.13839,0.04858,0
2,4.91223,0.13493,0.06506,0
2,4.92896,0.12769,0.08179,0
2,4.94507,0.12252,0.0979,0
2,4.96143,0.11942,0.11426,0
2,4.97803,0.11823,0.13086,0
2,4.99438,0.11727,0.14722,0
2,5.01074,0.11813,0.16357,0
2,5.02747,0.11832,0.1803,0
2,5.0437,0.11966,0.19653,0
2,5.06042,0.12315,0.21326,0
2,5.07678,0.12692,0.22961,0
2,5.09302,0.13146,0.24585,0
2,5.1095,0.13404,0.26233,0
2,5.12585,0.137,0.27869,0
2,5.14246,0.13883,0.29529,0
2,5.15869,0.14009,0.31152,0
2,5.17725,0.14284,0.33008,0
2,5.19165,0.14514,0.34448,0
2,5.2572,0.2186,0.04932,0
2,5.27405,0.21639,0.06616,0
2,5.29187,0.21173,0.08398,0
2,5.30713,0.20995,0.09924,0
2,5.32312,0.2075,0.11523,0
2,5.3396,0.2056,0.13171,0
2,5.35596,0.20514,0.14807,0
2,5.37256,0.16601,0.16467,0
2,5.38904,0.13577,0.18115,0
2,5.40515,0.11307,0.19727,0
2,5.42163,0.09565,0.21375,0
2,5.53674,-0.09355,0.04907,6
