Seq, fpogx, fpogy, fpogd, s
1,0.11532,0.38062,0,1
1,0.17457,0.22231,2,0
2,0.13442,0.27019,0,6
2,0.10557,0.34732,0,1
2,0.0679,0.50605,2,2
2,0.07012,0.50879,0,6
2,0.0714,0.50904,0,6
2,0.1173,0.40627,1,2
2,0.15446,0.33339,0,1
2,0.21195,0.24203,1,0
2,0.10093,0.49156,2,2
2,0.1512,0.51584,1,3
2,0.15368,0.49199,1,2
2,0.89876,0.91287,2,5
3,0.09693,0.31329,1,1
3,0.13223,0.22604,2,0
3,0.09821,0.38312,0,1
3,0.11289,0.39674,0,2
3,0.10583,0.38136,2,1
3,0.1308,0.43928,1,2
3,0.11441,0.38754,2,1
3,0.12573,0.50164,2,2
3,0.11333,0.59308,0,3
3,0.11417,0.63264,0,4
3,0.1033,0.45259,1,2
3,0.12441,0.21073,1,0
3,0.14629,0.23239,0,0
3,0.15776,0.27545,0,6
3,0.09992,0.397,2,2
3,0.11671,0.38048,2,1
3,0.15141,0.21662,1,0
3,0.10039,0.6264,1,4
3,0.12031,0.62664,0,4
3,0.90473,0.88872,2,5
3,0.14189,0.33552,1,1
4,0.13018,0.20647,1,0
4,0.11324,0.39948,0,2
4,0.11548,0.36055,2,1
4,0.0899,0.41921,2,2
4,0.10532,0.29473,0,1
4,0.12371,0.22396,0,0
4,0.12467,0.26764,0,6
4,0.11651,0.63117,1,4
4,0.109,0.61245,1,3
4,0.10777,0.48148,2,2
4,0.8992,0.92263,2,5
4,0.14712,0.41432,1,2
5,0.10783,0.30751,1,1
5,0.16326,0.2505,0,6
5,0.16403,0.24265,0,0
5,0.15409,0.30444,0,1
5,0.16256,0.23099,2,0
5,0.13761,0.24835,0,6
5,0.22029,0.26335,0,6
5,0.17181,0.187,2,0
5,0.22017,0.24647,0,6
5,0.2268,0.23532,2,0
5,0.10156,0.39698,0,2
5,0.0988,0.39006,0,1
5,0.10082,0.46603,1,2
5,0.14701,0.39812,0,2
5,0.13431,0.35881,2,1
5,0.09614,0.57237,1,3
5,0.14945,0.38831,0,1
5,0.15476,0.3948,1,2
5,0.13637,0.38705,2,1
