Seq, fpogx, fpogy, fpogd, s
1,0.2697,0.92053,2,6
1,0.2438,0.15161,1,0
1,0.02973,0.06739,1,6
1,0.03124,0.07143,0,0
1,0.02921,0.06687,0,6
1,0.02362,0.08174,2,0
2,0.01706,0.09377,1,6
2,0.03406,0.09704,1,0
2,0.09746,0.06767,1,6
2,0.0998,0.07023,0,0
2,0.08714,0.07997,0,0
2,0.00034,0.36366,2,6
2,0.01145,0.42523,0,2
2,0.00876,0.42874,0,6
2,0.01152,0.42131,0,2
2,0.0071,0.40959,1,6
2,0.04739,0.3997,1,2
2,0.04455,0.38486,1,1
2,0.03537,0.42512,1,2
2,0.00298,0.4848,1,6
2,0.01318,0.55662,0,3
2,0.01228,0.53631,1,3
2,0.00839,0.53232,1,6
2,0.01765,0.52443,0,3
2,0.00458,0.54487,1,6
2,0.04171,0.61876,0,3
2,0.02991,0.63234,0,4
2,0.02158,0.62428,0,3
2,0.01807,0.62747,2,4
2,0.01782,0.61745,0,3
2,0.03084,0.6264,1,4
2,0.03123,0.62294,1,3
2,0.03128,0.62639,0,4
2,0.01285,0.52934,2,3
2,0.007,0.50111,1,6
2,0.01115,0.50245,0,2
2,0.00635,0.36409,2,6
2,0.02733,0.35388,2,1
2,0.00469,0.3202,0,6
2,0.09738,0.36989,0,1
2,0.88759,0.83259,2,5
3,0.02321,0.0929,2,0
3,0.00712,0.09438,2,6
3,0.02677,0.19773,1,0
3,0.0075,0.28185,0,6
3,0.011,0.29345,1,1
3,0.01134,0.30002,1,1
3,0.00362,0.30241,2,6
3,0.01375,0.40999,0,2
3,0.00831,0.40095,2,6
3,0.01622,0.40451,2,2
3,0.00361,0.49967,2,6
3,0.01256,0.60047,2,3
3,0.00746,0.59515,1,6
3,0.03036,0.59418,2,3
3,0.00103,0.49911,0,6
3,0.02211,0.51338,0,3
3,0.0162,0.50968,0,3
3,0.01457,0.50626,0,2
3,0.02798,0.51574,0,3
3,0.86272,0.81269,1,5
3,0.00808,0.28065,2,6
4,0.00822,0.40846,1,6
4,0.01289,0.39936,1,2
4,0.01009,0.40612,0,6
4,0.02574,0.46854,2,2
4,0.01276,0.53122,0,3
4,0.00838,0.52436,2,6
4,0.01345,0.60159,1,3
4,0.02597,0.62326,1,3
4,0.02509,0.6266,0,4
4,0.02427,0.62289,1,3
4,0.05103,0.62912,1,4
4,0.04132,0.62219,1,3
4,0.04077,0.62607,0,4
4,0.04643,0.624,1,3
4,0.0531,0.62377,2,3
4,0.05943,0.61875,2,3
4,0.00796,0.28358,2,6
4,0.01333,0.28592,0,1
4,0.02779,0.28112,2,6
4,0.93586,0.84242,2,5
4,0.02557,0.24856,1,6
5,0.02616,0.24446,0,0
5,0.02755,0.24653,0,6
5,0.02869,0.23259,1,0
5,0.01835,0.08728,2,6
5,0.06253,0.14107,1,0
5,0.04167,0.28007,2,6
5,0.007,0.42005,2,6
5,0.02298,0.5555,1,3
5,0.00904,0.58931,0,6
5,0.01291,0.54346,2,3
5,0.00913,0.55128,1,6
5,0.0455,0.63121,2,4
5,0.16833,0.61138,2,3
5,0.90887,0.82915,2,5
5,0.02329,0.07773,1,0
6,0.00653,0.10582,2,6
6,0.03048,0.09632,2,0
6,0.01319,0.11631,2,6
6,0.0638,0.08782,2,0
6,0.13776,0.05965,1,6
6,0.14891,0.07197,2,0
6,0.18213,0.06873,0,6
6,0.18112,0.07192,0,0
6,0.18877,0.0644,0,6
6,0.2099,0.07519,1,0
6,0.24926,0.06821,1,6
6,0.25199,0.07143,1,0
6,0.25794,0.06717,1,6
6,0.30882,0.0758,1,0
6,0.36091,0.05992,1,6
6,0.3614,0.07192,1,0
6,0.01368,0.37598,2,6
6,0.01452,0.45473,2,2
6,0.01555,0.39442,0,2
6,0.01715,0.39102,0,1
6,0.02396,0.45786,2,2
6,0.02983,0.53247,2,3
6,0.05939,0.50525,0,2
6,0.02793,0.61281,2,3
6,0.04775,0.63893,2,4
6,0.08183,0.60346,0,3
6,0.91924,0.83954,2,5
6,0.0301,0.06673,0,6
7,0.02409,0.07362,1,0
7,0.02256,0.04985,2,6
7,0.03417,0.14325,1,0
7,0.00418,0.39073,2,6
7,0.02028,0.43598,2,2
7,7e-05,0.3994,2,6
7,0.02925,0.38624,1,1
7,0.0225,0.3988,1,2
7,0.01384,0.38298,0,1
7,0.0097,0.3844,2,6
7,0.01077,0.38584,1,1
7,0.00971,0.39078,2,6
7,0.05561,0.41358,2,2
7,0.01443,0.51551,0,3
7,0.00177,0.52255,2,6
7,0.02679,0.56232,2,3
7,0.00713,0.61484,0,6
7,0.01738,0.62324,0,3
7,0.03321,0.64108,1,4
7,0.91718,0.82393,2,5
8,0.05028,0.07858,1,0
8,0.00184,0.05095,1,6
8,0.16334,0.10059,2,0
8,0.2688,0.05835,0,6
8,0.17459,0.13332,0,0
8,0.01525,0.29487,0,1
8,0.00506,0.32854,2,6
8,0.01481,0.4775,1,2
8,0.00975,0.49677,1,6
8,0.01335,0.5549,0,3
8,0.01167,0.55611,0,3
8,0.0099,0.53068,1,6
8,0.03141,0.49237,1,2
8,0.02531,0.56442,0,3
8,0.00624,0.6041,0,6
8,0.0182,0.61966,0,3
8,0.02337,0.63824,1,4
8,0.01457,0.60426,0,3
8,0.00745,0.58587,0,6
8,0.89531,0.87707,2,5
8,0.02285,0.32517,2,1
9,0.01482,0.07222,2,6
9,0.19282,0.08855,2,0
9,0.00933,0.33283,1,6
9,0.01087,0.33002,0,1
9,0.00997,0.34338,1,6
9,0.01081,0.35356,0,1
9,0.006,0.53545,2,6
9,0.01345,0.56875,0,3
9,0.00689,0.5742,1,6
9,0.01241,0.58779,0,3
9,0.02589,0.66413,2,4
9,0.01886,0.55046,0,3
