Seq, fpogx, fpogy, fpogd, s
1,0.15498,0.23616,2,0
2,0.10328,0.3867,0,1
2,0.1011,0.39468,0,2
2,0.09978,0.38986,0,1
2,0.09895,0.40602,1,2
2,0.10043,0.51376,0,3
2,0.0954,0.42723,2,2
2,0.12352,0.36619,0,1
2,0.21561,0.2385,1,0
2,0.34349,0.36309,1,1
2,0.41286,0.45775,1,2
2,0.88553,0.88505,2,5
3,0.11838,0.21842,2,0
3,0.08596,0.39345,0,2
3,0.09778,0.37565,2,1
3,0.08715,0.50262,2,2
3,0.07656,0.55987,2,3
3,0.06478,0.65677,2,4
3,0.06574,0.56703,2,3
3,0.87143,0.84729,2,5
4,0.09748,0.33379,1,1
4,0.10199,0.24539,0,6
4,0.10895,0.22124,1,0
4,0.10614,0.35224,1,1
4,0.08894,0.47845,2,2
4,0.07975,0.61942,1,3
4,0.13581,0.63597,2,4
4,0.13098,0.62387,0,3
4,0.12541,0.66396,2,4
4,0.09504,0.39384,1,2
4,0.07706,0.32298,2,1
4,0.08046,0.25052,0,6
4,0.09544,0.1854,1,0
4,0.09222,0.36074,2,1
4,0.93141,0.84289,2,5
5,0.1335,0.33269,2,1
5,0.17356,0.19222,2,0
5,0.07991,0.37896,0,1
5,0.07336,0.49826,1,2
5,0.06957,0.57582,2,3
5,0.87971,0.84815,2,5
5,0.23493,0.25309,0,6
5,0.12777,0.21818,1,0
6,0.15113,0.29957,0,1
6,0.13983,0.26075,0,6
6,0.33271,0.19234,2,0
6,0.09615,0.38928,1,1
6,0.09743,0.39373,1,2
6,0.09617,0.39143,0,1
6,0.08505,0.38099,2,1
6,0.09186,0.51411,0,3
6,0.08052,0.47901,1,2
6,0.07802,0.61916,1,3
6,0.07666,0.63247,0,4
6,0.07282,0.60672,0,3
6,0.0714,0.48699,2,2
6,0.07153,0.55669,1,3
6,0.39089,0.21749,1,0
6,0.88383,0.84646,1,5
7,0.25938,0.29723,0,1
7,0.23066,0.25309,0,6
7,0.12379,0.24425,2,0
7,0.12234,0.24662,1,6
7,0.11405,0.24158,1,0
7,0.08546,0.49183,2,2
7,0.08094,0.54646,2,3
7,0.09145,0.48938,1,2
7,0.86752,0.80271,2,5
7,0.85657,0.78431,0,6
8,0.21699,0.30042,0,1
8,0.20893,0.25644,0,6
8,0.18596,0.24461,0,0
8,0.16893,0.24628,0,6
8,0.1195,0.24514,0,0
8,0.11835,0.25442,0,6
8,0.24306,0.20358,2,0
8,0.08661,0.40776,1,2
8,0.07929,0.38608,1,1
8,0.08428,0.51947,0,3
8,0.08021,0.39909,0,2
8,0.10105,0.38701,2,1
8,0.09179,0.40221,1,2
8,0.15784,0.16361,2,0
8,0.09574,0.50868,0,6
8,0.0404,0.42447,0,2
8,0.00311,0.36238,0,6
8,0.06391,0.49948,1,2
8,0.06403,0.53982,1,3
8,0.07853,0.47847,1,2
8,0.06676,0.59954,2,3
8,0.0567,0.64344,1,4
8,0.05782,0.52341,0,3
8,0.06738,0.48704,0,2
8,0.08714,0.36716,1,1
8,0.33637,0.17785,2,0
8,0.8504,0.84041,2,5
9,0.30387,0.15765,2,0
9,0.0833,0.46732,2,2
9,0.09191,0.37433,1,1
9,0.09359,0.3898,0,1
9,0.09611,0.409,2,2
9,0.09462,0.3886,2,1
9,0.09581,0.2146,2,0
9,0.1078,0.24737,0,6
9,0.08929,0.21127,1,0
9,0.09672,0.24582,0,6
9,0.24544,0.14471,2,0
9,0.06108,0.49568,2,2
9,0.07781,0.51948,0,3
9,0.07365,0.50631,0,2
9,0.07098,0.51328,1,3
9,0.06917,0.50094,1,2
9,0.06525,0.63919,1,4
9,0.06382,0.38974,1,1
9,0.07244,0.39412,2,2
9,0.07012,0.38697,0,1
9,0.06936,0.38553,1,1
9,0.0766,0.4793,2,2
9,0.89002,0.85903,2,5
10,0.20464,0.21666,2,0
10,0.17357,0.2849,0,6
10,0.15006,0.34476,0,1
10,0.0934,0.39553,2,2
10,0.13084,0.3544,1,1
10,0.04891,0.59213,2,3
10,0.10046,0.65556,2,4
10,0.19988,0.18019,1,0
10,0.14931,0.25334,0,6
10,0.14147,0.23081,0,0
10,0.13267,0.27563,0,6
10,0.07172,0.50584,0,2
10,0.08124,0.55123,0,3
10,0.8389,0.82885,1,5
10,0.19838,0.23428,2,0
11,0.08042,0.46226,1,2
11,0.0759,0.54487,1,3
11,0.09803,0.38895,1,1
11,0.16816,0.39605,1,2
11,0.09537,0.38179,2,1
11,0.09235,0.656,2,4
11,0.06649,0.50557,2,2
11,0.0781,0.16204,1,0
11,0.2645,0.60347,0,3
11,0.88334,0.84183,2,5
12,0.13294,0.28924,0,1
12,0.12416,0.2536,0,6
12,0.2043,0.17624,2,0
12,0.07859,0.45631,1,2
12,0.0541,0.36916,2,1
12,0.07076,0.49072,0,2
12,0.0735,0.59898,1,3
12,0.05443,0.64276,1,4
12,0.07139,0.49025,1,2
12,0.07114,0.52106,0,3
12,0.0702,0.63243,0,4
12,0.0715,0.54955,0,3
12,0.08902,0.45431,1,2
12,0.06303,0.57044,2,3
12,0.16085,0.20438,1,0
12,0.08168,0.55118,1,3
12,0.07192,0.4424,1,2
12,0.08983,0.38304,1,1
12,0.05302,0.66795,2,4
12,0.19203,0.20975,1,0
12,0.21062,0.70344,2,4
12,0.85192,0.79434,0,6
12,0.88553,0.84195,2,5
12,0.06055,0.54046,1,3
12,0.0749,0.46357,1,2
12,0.07702,0.35474,2,1
12,0.09052,0.39421,1,2
12,0.07573,0.38423,1,1
12,0.07954,0.39359,0,2
12,0.08368,0.37452,1,1
12,0.10964,0.18364,1,0
12,0.07964,0.39822,1,2
12,0.0849,0.38451,0,1
12,0.1294,0.22211,2,0
12,0.17523,0.23818,1,0
12,0.05861,0.65971,2,4
12,0.85563,0.82134,1,5
12,0.08181,0.67342,1,4
12,0.06678,0.58859,1,3
13,0.11502,0.24634,0,6
13,0.18842,0.19127,2,0
13,0.09173,0.39509,0,2
13,0.08753,0.38959,0,1
13,0.08908,0.39538,0,2
13,0.08899,0.38838,1,1
13,0.08839,0.41212,2,2
13,0.06993,0.62255,1,3
13,0.05346,0.63341,0,4
13,0.07551,0.54271,1,3
13,0.08994,0.40144,1,2
13,0.09309,0.3877,1,1
13,0.82658,0.78878,0,6
13,0.8885,0.84095,2,5
14,0.12428,0.24221,1,0
14,0.11924,0.25234,0,6
14,0.10026,0.38833,1,1
14,0.10143,0.39492,0,2
14,0.09929,0.37383,0,1
14,0.10734,0.24254,0,0
14,0.10602,0.24868,1,6
14,0.11835,0.22606,1,0
14,0.1143,0.27073,0,6
14,0.1093,0.32168,0,1
14,0.0643,0.46522,1,2
14,0.08039,0.56647,2,3
14,0.12026,0.48472,2,2
14,0.89178,0.83458,2,5
14,0.09645,0.50061,2,2
15,0.0802,0.51453,1,3
15,0.08577,0.44107,1,2
15,0.21908,0.20619,2,0
15,0.0947,0.39602,0,2
15,0.10371,0.3897,1,1
15,0.1059,0.39772,1,2
15,0.08167,0.66456,2,4
15,0.0553,0.59151,2,3
15,0.08122,0.39365,1,2
15,0.08128,0.39199,0,6
15,0.08262,0.39162,0,1
15,0.09016,0.39422,2,2
15,0.10835,0.38862,2,1
15,0.09856,0.3935,1,2
15,0.10031,0.39273,0,2
15,0.11883,0.35728,2,1
15,0.1202,0.3931,0,2
15,0.88705,0.85957,1,5
15,0.12701,0.29385,0,1
15,0.12727,0.2614,1,6
16,0.17991,0.18551,2,0
16,0.081,0.4671,1,2
16,0.0635,0.65196,1,4
16,0.06992,0.47754,1,2
16,0.09005,0.54053,2,3
16,0.07858,0.50707,1,2
16,0.09174,0.51518,0,3
16,0.88043,0.84736,1,5
16,0.0916,0.14187,2,0
17,0.09271,0.39448,0,2
17,0.09074,0.39397,0,2
17,0.09283,0.39067,0,1
17,0.09505,0.39205,0,6
17,0.09549,0.37923,1,1
17,0.09485,0.46447,2,2
17,0.10395,0.5456,2,3
17,0.07265,0.65843,2,4
17,0.11105,0.41531,2,2
17,0.12104,0.36606,2,1
17,0.07499,0.58359,2,3
17,0.10186,0.46959,2,2
17,0.09287,0.50894,0,6
17,0.08455,0.49265,2,2
17,0.10922,0.21571,0,0
17,0.10278,0.2676,0,6
17,0.09713,0.36201,2,1
17,0.10741,0.21715,1,0
17,0.11299,0.27828,1,6
17,0.91708,0.84404,1,5
17,0.11988,0.24015,0,0
17,0.11936,0.25077,0,6
