Seq, fpogx, fpogy, fpogd, s
1,0.19637,0.91274,2,6
1,0.12499,0.19062,1,0
1,0.09161,0.28114,0,6
1,0.09679,0.31197,1,1
2,0.14864,0.18555,2,0
2,0.1284,0.00664,1,6
2,0.11441,0.08627,2,0
2,0.09997,0.0653,0,6
2,0.19171,0.13928,2,0
2,0.06527,0.32459,2,1
2,0.0899,0.48788,2,2
2,0.07567,0.56458,2,3
2,0.11746,0.58846,2,3
2,0.06726,0.50065,1,2
2,0.09194,0.53987,2,3
2,0.04431,0.64062,2,4
2,0.07961,0.38908,2,1
2,0.10858,0.4013,0,2
2,0.12244,0.37033,1,1
2,0.19478,0.07569,0,0
2,0.14468,0.06356,1,6
2,0.15399,0.07145,2,0
2,0.18815,0.05745,2,6
2,0.12263,0.40093,2,2
2,0.10687,0.13449,0,0
2,0.13796,0.06197,0,6
2,0.10732,0.15023,2,0
2,0.0535,0.40711,2,2
2,0.0584,0.30017,1,1
2,0.07051,0.26716,0,6
2,0.0628,0.37998,1,1
2,0.06394,0.48456,2,2
2,0.09534,0.52147,2,3
2,0.07959,0.50529,0,2
2,0.04802,0.61866,2,3
2,0.04944,0.62604,0,4
2,0.03886,0.60804,2,3
2,0.03342,0.38936,1,1
2,0.04979,0.46832,0,2
2,0.04413,0.59015,0,3
2,0.06117,0.6343,2,4
2,0.05566,0.32588,1,1
2,0.06247,0.22522,1,0
2,0.04304,0.38274,2,1
2,0.11536,0.39451,1,2
2,0.93622,0.7827,2,6
2,0.22635,0.4643,2,2
2,0.90711,0.77153,1,6
2,0.89991,0.79917,1,5
2,0.90175,0.7779,2,6
2,0.19455,0.09209,1,0
2,0.09932,0.05353,1,6
2,0.11002,0.17178,2,0
3,0.06727,0.40831,0,2
3,0.06131,0.37932,0,1
3,0.11958,0.0921,2,0
3,0.14805,0.05751,1,6
3,0.15114,0.06935,0,6
3,0.14271,0.07504,0,0
3,0.08297,0.28641,0,1
3,0.0719,0.26476,2,6
3,0.08624,0.23786,1,0
3,0.0846,0.29173,0,1
3,0.09637,0.26111,1,6
3,0.115,0.29829,1,1
3,0.10472,0.27698,1,6
3,0.12337,0.30924,2,1
3,0.13729,0.07128,1,0
3,0.1385,0.0677,1,6
3,0.12792,0.09127,0,0
3,0.07416,0.38643,0,1
3,0.09296,0.44259,2,2
3,0.06885,0.60377,2,3
3,0.05579,0.63062,0,4
3,0.06426,0.65612,1,4
3,0.04598,0.62379,0,3
3,0.05264,0.53942,0,3
3,0.07639,0.39596,1,2
3,0.06722,0.29724,2,1
3,0.09244,0.32389,2,1
3,0.13156,0.13859,1,0
3,0.07725,0.63274,1,4
3,0.08082,0.55614,2,3
3,0.92968,0.7856,0,6
3,0.92269,0.79975,1,5
3,0.92319,0.79223,0,6
3,0.06003,0.23272,1,0
3,0.05711,0.25069,0,6
3,0.11658,0.09749,2,0
4,0.1003,0.00046,1,6
4,0.06374,0.27092,0,6
4,0.07155,0.30546,1,1
4,0.06307,0.27324,0,6
4,0.13027,0.35508,2,1
4,0.09052,0.27987,2,6
4,0.09443,0.28585,1,1
4,0.09236,0.26677,1,6
4,0.11733,0.31234,1,1
4,0.11939,0.27113,0,6
4,0.13445,0.30973,1,1
4,0.10513,0.05409,1,6
4,0.11794,0.08003,2,0
