Seq, fpogx, fpogy, fpogd, s
1,0.68573,0.39999,1,6
1,0.38031,0.35567,1,1
1,0.25508,0.92222,2,6
1,0.06487,0.22859,1,0
1,0.04527,0.32906,2,1
1,0.06158,0.05915,1,6
1,0.11449,0.15824,1,0
1,0.26852,0.27002,1,6
2,0.40757,0.3859,0,1
2,0.03043,0.50289,1,2
2,0.07726,0.55141,2,3
2,0.01306,0.31176,2,6
2,0.02464,0.22624,0,0
2,0.01964,0.22348,0,6
2,0.02173,0.23702,1,0
2,0.01335,0.24258,2,6
2,0.02482,0.28734,0,1
2,0.01606,0.27812,2,6
2,0.0242,0.29173,0,1
2,0.01606,0.28098,0,6
2,0.02077,0.31839,0,1
2,0.03903,0.53475,2,3
2,0.00977,0.38307,2,6
2,0.0194,0.38081,2,1
2,0.06645,0.39574,1,2
2,0.06471,0.39045,1,1
2,0.06405,0.41375,1,2
2,0.03674,0.61447,2,3
2,0.03854,0.62549,0,4
2,0.04031,0.62447,0,3
2,0.03445,0.62766,2,4
2,0.03188,0.61624,0,3
2,0.02867,0.39242,0,6
2,0.02235,0.35507,1,1
2,0.01561,0.26649,2,6
2,0.04147,0.5177,0,3
2,0.02139,0.44163,1,2
2,0.00413,0.34691,1,6
2,0.06943,0.07226,0,0
2,0.15693,0.03841,1,6
2,0.11886,0.1455,0,0
2,0.00872,0.38656,2,6
2,0.01533,0.39002,0,1
2,0.24526,0.45254,2,2
2,0.42103,0.6014,0,3
2,0.45386,0.62369,1,6
2,0.92382,0.88952,2,5
3,0.08133,0.39296,0,2
3,0.05233,0.38137,1,1
3,0.02042,0.39491,0,2
3,0.02764,0.3869,1,1
3,0.06463,0.42563,0,2
3,0.05334,0.32037,0,1
3,0.0487,0.25763,0,6
3,0.04149,0.17513,1,0
3,0.01357,0.38276,0,1
3,0.00531,0.39974,2,6
3,0.03923,0.41552,1,2
3,0.00745,0.31428,0,6
3,0.01085,0.29388,0,1
3,0.02927,0.2595,0,6
3,0.02903,0.17797,1,0
3,0.00646,0.01387,1,6
3,0.03972,0.07941,0,0
