TIME(2019/11/15 15:04:25.869),TIMETICK(f=2143473),FPOGX,FPOGY,FPOGD,FPOGV,
67.58936,382512128934,0.31380,0.15864,1.37988,1,
67.94824,382512898116,0.34466,0.17202,0.34424,1,
68.76953,382514658421,0.38218,0.18536,0.80469,1,
69.03271,382515222965,0.35646,0.19663,0.24609,1,
69.67334,382516595881,0.26116,0.28199,0.62256,1,
70.83936,382519095863,0.33406,0.26846,1.14990,1,
71.25098,382519977662,0.34902,0.28947,0.39453,1,
75.16016,382528357338,0.38719,0.24964,3.89307,1,
75.83398,382529801599,0.44136,0.21880,0.65723,1,
76.24512,382530682975,0.36292,0.27949,0.39453,1,
76.87207,382532026343,0.33761,0.28810,0.60938,1,
77.44434,382533252972,0.37949,0.24145,0.54932,1,
78.63574,382535806427,0.46881,0.26157,1.17432,1,
79.14014,382536887852,0.25189,0.27243,0.44727,1,
79.71289,382538115799,0.24827,0.31158,0.55811,1,
80.39160,382539570020,0.24215,0.28192,0.65576,1,
80.84570,382540543205,0.25437,0.29074,0.43604,1,
81.40430,382541740686,0.25068,0.28464,0.54199,1,
82.38965,382543852650,0.30805,0.29837,0.96875,1,
82.99658,382545154113,0.25006,0.30049,0.59082,1,
83.47314,382546175640,0.24359,0.18928,0.41113,1,
83.93311,382547161739,0.24905,0.34651,0.39160,1,
84.49219,382548359961,0.25218,0.29768,0.49219,1,
85.24756,382549979503,0.33393,0.32582,0.54053,1,
86.25049,382552128241,0.38007,0.28282,0.98633,1,
86.75879,382553218292,0.42175,0.27289,0.49219,1,
87.03857,382553817808,0.41465,0.26945,0.26318,1,
87.40039,382554593347,0.36100,0.30911,0.34473,1,
87.71338,382555264174,0.29170,0.38091,0.29590,1,
88.68115,382557338942,0.26511,0.26188,0.90283,1,
89.14160,382558325744,0.24271,0.20471,0.44385,1,
90.17627,382560543529,0.24591,0.16172,1.01855,1,
90.63965,382561537246,0.32518,0.17074,0.44678,1,
91.35889,382563078532,0.36237,0.14927,0.70508,1,
93.15088,382566919308,0.39344,0.16540,1.77539,1,
94.25146,382569278255,0.44615,0.17221,1.08105,1,
94.98975,382570861525,0.49714,0.15785,0.72070,1,
95.89355,382572797951,0.53879,0.13484,0.88721,1,
96.24170,382573545023,0.57020,0.12791,0.33203,1,
96.74756,382574628700,0.61477,0.14883,0.49072,1,
97.42139,382576072962,0.63717,0.13506,0.65771,1,
98.98193,382579417725,0.66066,0.12872,1.54346,1,
99.54053,382580615197,0.60685,0.13348,0.54248,1,
100.06885,382581748049,0.58457,0.15359,0.51172,1,
100.93457,382583604095,0.63011,0.12914,0.65283,1,
101.23389,382584245674,0.63656,0.12289,0.27002,1,
101.79102,382585439552,0.54041,0.13735,0.54102,1,
102.51660,382586994897,0.56801,0.15489,0.70898,1,
103.12207,382588292099,0.47560,0.12914,0.58984,1,
103.63135,382589383790,0.24812,0.27567,0.43457,1,
104.34131,382590905782,0.27318,0.27314,0.69336,1,
104.88086,382592062120,0.32595,0.26979,0.52637,1,
105.22559,382592800996,0.34126,0.27007,0.32910,1,
105.56055,382593518872,0.26563,0.24723,0.31836,1,
106.01514,382594493266,0.29144,0.25375,0.43604,1,
106.60596,382595759861,0.32692,0.22500,0.57520,1,
106.99902,382596602579,0.30999,0.24007,0.37598,1,
108.18848,382599152504,0.25771,0.25698,1.17090,1,
108.74072,382600336412,0.28300,0.29759,0.53320,1,
109.33252,382601604331,0.31720,0.31153,0.57520,1,
109.82617,382602662969,0.25465,0.29550,0.47314,1,
110.38330,382603857144,0.27114,0.25826,0.54053,1,
110.91260,382604991553,0.28117,0.31530,0.51270,1,
111.42041,382606079761,0.27710,0.21336,0.49316,1,
111.97705,382607272857,0.30451,0.29005,0.54199,1,
112.70020,382608823186,0.32010,0.22986,0.70703,1,
113.01465,382609497452,0.28743,0.32459,0.29785,1,
113.93262,382611464206,0.25639,0.31058,0.90283,1,
